graphname,optimal_expectation,optimal_parameters,optimal_gamma_random,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls_random,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut,approx_ratio_random,mean_n_obj_calls_conj,approx_ratio_conj,optimal_gamma_conj,init_strategy,call_reduction,call_reduction_pct,quality_delta
watts_275,28.40594898963076,"[2.942239928383564, 2.0707900380894957, 1.571319046393354, 1.5531790175519495, 1.4714395274379264, 1.736266056987709, 1.0121948693156189, 2.0524235329764107, 2.1266806808279983, 0.7565834951102467]",2.942239928383564,1.736266056987709,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,40,10.776367902755736,1,1202.0,0.0,0.0,275,watts,20,40,4.0,0.8944,0.1683,-0.1513,0.4,34,0.8354690879303165,779.0,0.8007734067848143,1.5445723815477792,static_conjecture,423.0,35.19134775374376,-0.034695681145502144
regular_276,28.64972642546474,"[1.7208424083929488, 1.9150115181236722, 3.0621239105859983, 2.068609553734637, 1.495514087545859, 1.0034295341556092, 0.49292748689592647, 2.13473082021465, 2.0492895826489463, 0.8369845372805811]",1.7208424083929488,1.0034295341556092,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,19,38,7.078376054763794,1,861.0,0.0,0.0,276,regular,19,38,4.0,0.0,0.1579,0.0,0.3684,32,0.8953039507957731,797.0,0.8444148257304701,3.140380303625308,static_conjecture,64.0,7.4332171893147505,-0.050889125065302965
watts_277,17.812593092245137,"[2.9571323610894495, 2.340324485406263, 1.4074333847536902, 1.4082533467823268, 0.7868492137213445, 2.022313511448907, 1.5993196926894127, 3.1378738632409933, 3.1364123317860724, 1.8327436867467295]",2.957132361089449,2.022313511448907,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,13,26,3.656200885772705,1,839.0,0.0,0.0,277,watts,13,26,4.0,1.3009,0.2744,-0.0674,0.3846,21,0.8482187186783399,1194.0,0.7863287127494962,1.4414419240961505,static_conjecture,-355.0,-42.31227651966627,-0.06189000592884364
gnm_278,17.859574534412666,"[2.4914300393408184, 2.6977165541369876, 1.7639590111541232, 1.0006614292104183, 1.013738753405188, 1.384038225593665, 1.1961771883855645, 2.585876167099975, 2.329955846945782, 0.829412248131427]",2.4914300393408184,1.384038225593665,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,11,35,3.630082607269287,1,669.0,0.0,0.0,278,gnm,11,35,6.3636,1.7201,0.668,-0.2862,0.2727,24,0.744148938933861,976.0,0.7463113812436196,2.240547580398504,static_conjecture,-307.0,-45.889387144992526,0.0021624423097585943
watts_279,15.67409630299944,"[0.3787983922044157, 2.353774455207404, 3.1415586674711533, 1.7759722934613489, 3.1414869743724605, 1.3082872238219942, 0.7953420126011973, 2.589391485745412, 2.92361653237172, 0.18879647514427467]",0.3787983922044157,1.3082872238219942,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,20,5.667510032653809,1,905.0,0.0,0.0,279,watts,20,20,2.0,1.0,0.0,-0.2963,0.6,20,0.7837048151499719,906.0,0.8204136991312682,3.043671009669185,static_conjecture,-1.0,-0.11049723756906078,0.036708883981296236
barabasi_280,4.67067648760306,"[3.0044378838073387, 2.951143484003812, 3.139720645985588, 0.89980352626866, 1.5875635310353073, 1.908712497020409, 2.29906687983702, 1.0171406626403803, 2.8684157921794347, 1.8627314041542102]",3.0044378838073387,1.908712497020409,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,6,5,1.2772562503814695,1,1321.0,0.0,0.0,280,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5,0.934135297520612,1880.0,0.9583127881203837,1.752014516149713,static_conjecture,-559.0,-42.31642694928085,0.0241774905997717
barabasi_281,7.201469397832312,"[2.864654760259465, 2.582395346481883, 2.869938836025644, 1.33676105031839, 1.4635534571916362, 0.5574079663105886, 1.9358646588399988, 3.132299858687791, 3.1091170113774846, 1.769776654296356]",2.864654760259465,0.5574079663105886,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,8,1.5402698516845703,1,1027.0,0.0,0.0,281,barabasi,9,8,1.7778,0.9162,0.0,-0.3846,0.5556,8,0.900183674729039,1086.0,0.8625238859427053,2.7375585842232937,static_conjecture,-59.0,-5.744888023369036,-0.03765978878633369
gnm_282,10.615989011792124,"[2.9113228546915915, 2.8896264407414884, 0.5410712901029836, 2.5789814531325326, 0.274842529261128, 0.6245618879996511, 1.7643104768856033, 1.417258672038207, 1.7496790693236706, 1.3714244843712275]",2.9113228546915915,0.6245618879996511,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,8,14,2.588800430297852,1,2041.0,0.0,0.0,282,gnm,8,14,3.5,1.3229,0.3417,-0.2667,0.375,12,0.884665750982677,1617.0,0.9020658077216078,2.9400269752469588,static_conjecture,424.0,20.774130328270456,0.017400056738930858
barabasi_283,4.867602147126036,"[2.8950087318725135, 2.6565708174334093, 2.468428781335167, 1.6794389616575809, 0.8725344068835926, 0.5847275101099669, 0.5034248479012471, 2.63986192491956, 2.3357595740651305, 1.7707027313349708]",2.895008731872513,0.5847275101099669,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,6,5,3.42427134513855,1,1940.0,0.0,0.0,283,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.6667,5,0.9735204294252072,687.0,0.9512571059778565,2.253108054698181,static_conjecture,1253.0,64.58762886597938,-0.022263323447350714
barabasi_284,16.527925862121467,"[1.9562292616687014, 0.953013717172071, 3.141592653589793, 3.1412600339036274, 2.0117291053248914, 1.421391160981217, 1.3149144958256382, 2.824641189546813, 2.4181582491280595, 1.3833441334512802]",1.9562292616687007,1.421391160981217,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,14,24,6.196901082992554,1,1220.0,0.0,0.0,284,barabasi,14,24,3.4286,1.7202,0.2891,-0.3265,0.4286,19,0.8698908348484983,1980.0,0.8816203596974993,1.88176099819984,static_conjecture,-760.0,-62.295081967213115,0.011729524849001027
watts_285,14.603116648833735,"[2.875387947423642, 2.639913370359514, 3.1412682211662286, 1.1101278704027764, 1.4622492837105865, 2.167503033725636, 1.5450635077004462, 2.0292793335891126, 3.1224637110809432, 1.7942201659532042]",2.875387947423642,2.167503033725636,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,17,17,5.286447286605835,1,1371.0,0.0,0.0,285,watts,17,17,2.0,0.686,0.0,-0.275,0.5294,17,0.8590068616961021,882.0,0.8065099130491982,-2.4931831704001333,static_conjecture,489.0,35.667396061269145,-0.05249694864690391
watts_286,28.80970574378751,"[2.9930807524746768, 2.8563256833781416, 2.714136611646813, 1.3153547028567791, 1.8903444863942558, 0.5372226208375059, 0.37978275232259057, 2.645133006934988, 3.137612153934158, 2.2964147619030633]",2.9930807524746768,0.5372226208375059,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,40,16.17029356956482,1,1490.0,0.0,0.0,286,watts,20,40,4.0,1.0,0.2067,-0.2267,0.35,32,0.9003033044933597,913.0,0.8780299510548,2.9753441250994768,static_conjecture,577.0,38.7248322147651,-0.02227335343855974
barabasi_287,32.27397372472369,"[3.0177537170608515, 2.8971886827080233, 2.7337302279773734, 2.106443926172348, 1.0957245442178984, 0.48319725851613177, 0.34616773658211397, 2.938912462986507, 3.141226145634401, 1.981341737686087]",3.0177537170608515,0.4831972585161317,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,19,48,7.031859874725342,1,937.0,0.0,0.0,287,barabasi,19,48,5.0526,2.2821,0.4019,-0.3177,0.3684,36,0.8964992701312136,998.0,0.887297440032508,3.0013241381394185,static_conjecture,-61.0,-6.510138740661686,-0.009201830098705566
gnm_288,11.414225483045923,"[2.8902158866917933, 1.9049580833950253, 1.6583371648849463, 1.4056797941327266, 1.5450685508280397, 1.3439762619307754, 1.0938147524848998, 2.760453414034328, 2.8015901423409524, 3.1415494604923326]",2.8902158866917933,1.3439762619307754,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,8,18,4.090776920318604,1,1648.0,0.0,0.0,288,gnm,8,18,4.5,1.3229,0.7667,-0.3171,0.25,12,0.9511854569204936,888.0,0.9195162243045919,1.773921533132709,static_conjecture,760.0,46.116504854368934,-0.03166923261590171
barabasi_289,5.562188630666242,"[2.83225439027727, 2.637747184712455, 2.546609529650446, 2.0320665247963774, 2.142461437377931, 2.1345061312442692, 0.3688817514817215, 1.8020194105813236, 1.5661203260619325, 1.4662656326214554]",2.83225439027727,2.134506131244269,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,6,2.1925177574157715,1,1577.0,0.0,0.0,289,barabasi,7,6,1.7143,0.8806,0.0,-0.4483,0.5714,6,0.9270314384443736,605.0,0.8900516480484081,2.84836745070323,static_conjecture,972.0,61.63601775523146,-0.03697979039596555
regular_290,14.937506241648151,"[1.7215376147747432, 1.9667271532635593, 3.0425995253341656, 1.9747350425581864, 1.5080763014632024, 1.0069559313244625, 0.29929913661975005, 2.3985615155039306, 0.6730500287731359, 0.6893057055062513]",1.7215376147747432,1.0069559313244625,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,10,20,5.733118772506714,1,1576.0,0.0,0.0,290,regular,10,20,4.0,0.0,0.25,0.0,0.3,16,0.9335941401030096,1383.0,0.9220239507166768,1.841960844162254,static_conjecture,193.0,12.246192893401016,-0.011570189386332808
barabasi_291,16.408279067029216,"[1.2758164761025332, 2.111969279949881, 1.6255434162747306, 1.923945019472213, 0.2797535827972143, 1.6584272865273726, 1.1447173799254362, 3.1404294808580078, 2.8855439677697596, 1.3514441081269501]",1.2758164761025332,1.6584272865273726,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,19,7.106792688369751,1,1209.0,0.0,0.0,291,barabasi,20,19,1.9,1.9723,0.0,-0.6547,0.75,19,0.8635936351068009,1961.0,0.8996566274124317,2.9247658961441148,static_conjecture,-752.0,-62.200165425971875,0.036062992305630814
regular_292,29.80869050959743,"[1.7214738454271168, 1.9349305674740993, 2.9754857386360056, 2.0217821045761846, 1.2391736424497095, 0.9725980846123264, 0.7469667112369953, 1.781004999012528, 1.392094218195905, 0.3271648120595678]",1.7214738454271168,0.9725980846123264,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,40,18.58977508544922,1,1874.0,0.0,0.0,292,regular,20,40,4.0,0.0,0.1,0.0,0.35,32,0.9315215784249196,1286.0,0.9361436869310213,2.984553932971387,static_conjecture,588.0,31.376734258271078,0.004622108506101785
gnm_293,45.59350081314824,"[2.7894190232765324, 2.903134992026221, 1.7751952479516324, 1.6564524962261737, 1.5992337262918337, 1.0738601389002718, 0.9056050099995991, 3.078310824770956, 2.770619616405032, 1.937533643617276]",2.7894190232765324,1.0738601389002718,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,14,89,16.575495958328247,1,1201.0,0.0,0.0,293,gnm,14,89,12.7143,0.4518,0.9774,-0.141,0.1429,49,0.9304796084315968,1357.0,0.9646208933880303,2.3086764776181448,static_conjecture,-156.0,-12.98917568692756,0.034141284956433426
watts_294,11.241060024897706,"[1.7669660507503577, 1.1424857355443812, 3.141592653589793, 3.1415728814807666, 1.685125047663897, 1.4449833788099393, 1.2984940391310575, 2.6474771140026885, 2.6646922341152406, 1.4813818765195306]",1.7669660507503575,1.444983378809939,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,18,2.438678979873657,1,779.0,0.0,0.0,294,watts,9,18,4.0,0.6667,0.4667,-0.2857,0.3333,14,0.8029328589212648,777.0,0.8603281027441524,1.6117945664861508,static_conjecture,2.0,0.25673940949935814,0.05739524382288763
gnm_295,59.26461810875266,"[3.0342233133003598, 1.9956019850934745, 1.5317850600875165, 1.4472030745162672, 1.0923046235933684, 1.9280003142503939, 1.570472918983378, 3.141511203336106, 3.136723605977555, 1.8308509930249603]",3.03422331330036,1.9280003142503936,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,103,15.618049621582031,1,731.0,0.0,0.0,295,gnm,18,103,11.4444,1.8922,0.6784,-0.1337,0.2222,65,0.9117633555192716,587.0,0.8060178261022123,2.9726333852129856,static_conjecture,144.0,19.699042407660738,-0.10574552941705928
gnm_296,62.01393425971138,"[2.7216422441088586, 2.227428948562574, 2.0068815739802988, 1.5746143817269258, 1.363552640457842, 0.7928990386920163, 0.5182010618116004, 2.9486927043438476, 3.0919591088508493, 2.230184747484051]",2.7216422441088586,0.7928990386920163,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,17,123,19.050398349761963,1,851.0,0.0,0.0,296,gnm,17,123,14.4706,1.091,0.9053,-0.1353,0.1176,71,0.8734356937987517,578.0,0.8821502399085956,2.2501828427421007,static_conjecture,273.0,32.07990599294947,0.008714546109843901
gnm_297,34.899984376077555,"[1.6706543201848194, 1.5746930728655335, 3.14138827616012, 1.5405838641375378, 1.9587297558634735, 1.4528383706354266, 1.3339033270798417, 3.054716888804423, 3.0517669766572615, 1.4951434658083498]",1.6706543201848194,1.4528383706354266,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,64,9.008296012878418,1,734.0,0.0,0.0,297,gnm,12,64,10.6667,0.4714,0.9684,-0.1636,0.1667,36,0.9694440104465988,942.0,0.926330132173149,2.02891998823856,static_conjecture,-208.0,-28.337874659400548,-0.04311387827344981
barabasi_298,9.879841197987348,"[1.7856094286902469, 1.7008093181216006, 1.8674857644007008, 3.14099886392962, 1.788932336522119, 1.4682034768744634, 1.1597248424495166, 1.8440767427715876, 3.007829893264656, 1.3244602986116636]",1.7856094286902469,1.4682034768744634,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,13,12,5.3637354373931885,1,1616.0,0.0,0.0,298,barabasi,13,12,1.8462,1.2308,0.0,-0.3605,0.4615,12,0.823320099832279,2624.0,0.8999506323134,-0.1657144591904878,static_conjecture,-1008.0,-62.37623762376238,0.07663053248112095
gnm_299,9.682040690604936,"[1.7798568194961586, 1.9242296288502811, 2.91369003842307, 1.2706852018860473, 2.11184726670724, 0.8360793375603279, 0.2257694380366172, 2.5889794638928665, 1.9169654302447823, 1.3176604321739536]",1.7798568194961586,0.8360793375603279,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,8,13,5.128579616546631,1,2011.0,0.0,0.0,299,gnm,8,13,3.25,1.0897,0.3958,0.5048,0.375,11,0.8801855173277214,1108.0,0.7384891365352773,2.7386245316159954,static_conjecture,903.0,44.903033316757835,-0.14169638079244418
watts_300,5.999989195030973,"[1.8604712662599665, 1.9859909631707244, 2.8060880119981166, 1.8147282369553037, 1.3617872744732766, 1.0182831928992053, 0.7114352165114454, 2.8326297009935404, 2.5317986804246857, 1.4008423137763675]",1.8604712662599665,1.018283192899205,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,7,0.5686135292053223,1,400.0,0.0,0.0,300,watts,7,7,2.0,0.0,0.0,0.0,0.4286,6,0.9999981991718287,1157.0,1.0,1.8735349332341,static_conjecture,-757.0,-189.25,1.8008281712500462e-06
barabasi_301,13.885625010423675,"[2.900168144166569, 2.202430997580864, 1.5627623065247809, 2.2858021900144863, 0.7641472471929047, 1.750707677050122, -0.009565205137015736, 2.0043415131681277, 1.5704282544833623, 0.8498602038880221]",2.900168144166569,1.750707677050122,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,20,4.374643325805664,1,1708.0,0.0,0.0,301,barabasi,12,20,3.3333,2.0548,0.4365,-0.4767,0.5,16,0.8678515631514797,1104.0,0.8037445724878935,1.731499241527969,static_conjecture,604.0,35.36299765807963,-0.06410699066358616
gnm_302,12.3992396569017,"[2.9941252480657257, 2.8521836658286683, 2.717604217022362, 2.1272702728181954, 1.0853035470878558, 0.5019080574735224, 1.9426085863855787, 2.607069493584596, 3.115966829042091, 2.3581936227825473]",2.9941252480657257,0.5019080574735224,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,17,5.029386043548584,1,1568.0,0.0,0.0,302,gnm,9,17,3.7778,1.2273,0.4852,-0.4356,0.4444,13,0.9537876659155154,1084.0,0.8965914157220097,2.805219641353629,static_conjecture,484.0,30.86734693877551,-0.057196250193505715
barabasi_303,4.351319316887384,"[2.8280715605845788, 2.971812585693125, 3.1015298020702957, 2.1769020828960812, 0.47189703727432225, 0.34749104174857814, 1.795925815701188, 3.129462610846738, 3.141581606717538, 1.8300240175809757]",2.8280715605845788,0.3474910417485781,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,6,5,0.9744958877563475,1,600.0,0.0,0.0,303,barabasi,6,5,1.6667,0.7454,0.0,-0.6667,0.5,5,0.8702638633774769,1875.0,0.9242643001291982,2.854728051682172,static_conjecture,-1275.0,-212.5,0.05400043675172139
watts_304,15.941151497003508,"[1.8577441119034872, 2.0920814449593648, 2.6482830750442075, 1.5923512566961784, 1.2233358664820728, 1.2519049899311683, 0.29008565094962024, 2.9824201862856494, 2.624482104724786, 2.013075464202214]",1.8577441119034872,1.2519049899311685,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,18,4.869773387908936,1,1427.0,0.0,0.0,304,watts,18,18,2.0,0.0,0.0,0.0,0.5,18,0.885619527611306,732.0,0.8890198741573277,2.770552928932468,static_conjecture,695.0,48.703573931324456,0.0034003465460217264
gnm_305,11.306178114027716,"[1.7164230977553487, 2.1796623672743873, 3.057772323744132, 2.806954368059958, 3.082235731332907, 1.2052325551169094, 0.38444696466045214, 2.6969977132679763, 2.2307452210975676, 0.777465540026878]",1.7164230977553487,1.2052325551169094,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,7,19,4.10568904876709,1,1544.0,0.0,0.0,305,gnm,7,19,5.4286,0.7284,0.9238,-0.3735,0.2857,12,0.9421815095023096,1567.0,0.9472818648755492,1.8817499436267384,static_conjecture,-23.0,-1.4896373056994818,0.005100355373239607
gnm_306,25.003863337749923,"[2.343105717125383, 2.4093079535473088, 2.0116569196923075, -0.2744332918926728, 0.3286158380142046, 1.5685727673491883, 1.20040467496669, 3.1415767913470933, 2.720749689662739, 1.3167198420229616]",2.343105717125383,1.5685727673491885,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,37,9.092838287353516,1,1146.0,0.0,0.0,306,gnm,18,37,4.1111,1.9405,0.2906,-0.1479,0.3333,30,0.8334621112583308,957.0,0.8318696140634959,2.968088168730561,static_conjecture,189.0,16.49214659685864,-0.0015924971948348965
watts_307,12.300862205518715,"[2.91143746936452, 2.9385280519856103, 3.0228190170966567, 1.647580492546, 1.2031080138204109, 1.009166053320122, 1.472445193881713, 1.9929076422715504, 2.3409992185555106, 1.9155169179837004]",2.91143746936452,1.009166053320122,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,16,16,6.567154169082642,1,1871.0,0.0,0.0,307,watts,16,16,2.0,0.7071,0.0,-0.1429,0.5,16,0.7688038878449197,1979.0,0.809022343629985,2.072163640312896,static_conjecture,-108.0,-5.772314270443613,0.04021845578506533
watts_308,12.213212251622735,"[1.5881545781308035, 1.8492509496381278, 3.0433495900925562, 1.7287343410987792, 1.9106631809688297, 0.9876904019583164, 0.43498018909093117, 2.181459033397589, 1.6028564405415837, 1.3422369969483798]",1.5881545781308035,0.9876904019583164,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,18,6.580435514450073,1,1999.0,0.0,0.0,308,watts,9,18,4.0,0.4714,0.4333,-0.2676,0.3333,13,0.9394778655094412,1291.0,0.9242522844970897,1.80537861007251,static_conjecture,708.0,35.41770885442722,-0.015225581012351497
regular_309,11.22390272144564,"[2.9016879914338327, 2.999862753174095, 3.1146445310727584, 1.775189596421147, 2.3371051875478814, 2.0388449241883366, -0.006138699786607618, 1.9581074090975727, 1.901940620448483, 1.387598915260293]",2.9016879914338327,2.0388449241883366,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,10,15,5.868950605392456,1,1871.0,0.0,0.0,309,regular,10,15,3.0,0.0,0.4,0.0,0.3,12,0.9353252267871368,1831.0,0.9501411765877043,1.397521117509645,static_conjecture,40.0,2.1378941742383755,0.01481594980056744
gnm_310,31.177764268607746,"[2.729187833478508, 2.3300428056120497, 1.735024540300784, 1.5820602899345837, 1.0946604149440389, 1.2544250083728068, 0.7679588907713504, 2.9781369183798754, 2.963404186320937, 1.7460499262032636]",2.729187833478508,1.2544250083728068,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,60,6.597272634506226,1,630.0,0.0,0.0,310,gnm,12,60,10.0,0.8165,0.9002,-0.1829,0.25,36,0.8660490074613263,775.0,0.8754559896056233,2.3546313872763927,static_conjecture,-145.0,-23.015873015873016,0.009406982144297027
regular_311,15.243939201287908,"[2.9523422833064226, 2.7829010106609138, 2.4411553702693025, 1.8394040363900772, 1.1289208316066877, 0.6299021807361502, 0.5783588741184045, 3.0443146407992283, 2.6588449382724164, 1.7553070430171913]",2.9523422833064226,0.6299021807361502,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,12,18,5.955108880996704,1,1332.0,0.0,0.0,311,regular,12,18,3.0,0.0,0.0833,0.0,0.4167,16,0.9527462000804944,2407.0,0.9390610634109146,1.939728885902348,static_conjecture,-1075.0,-80.70570570570571,-0.013685136669579823
gnm_312,48.29978887069755,"[2.9844531541452244, 1.4856123846261733, 2.0138212797388677, 1.3324906717150966, 1.3558521844810971, 1.6562371526150064, 1.5410533167942129, 2.977028586746864, 3.023060067748343, 1.7494997868827897]",2.9844531541452244,1.6562371526150064,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,20,80,21.353716135025024,1,1098.0,0.0,0.0,312,gnm,20,80,8.0,1.8974,0.4403,0.0349,0.25,55,0.8781779794672281,502.0,0.7278522721430124,2.7804186227074337,static_conjecture,596.0,54.28051001821493,-0.15032570732421568
gnm_313,37.39922081025298,"[2.9314641476367536, 1.9993972616754925, 1.5651729901831106, 1.5749742147488872, 1.1442852671321055, 1.676301813232078, 1.0547746630424528, 2.923832040965112, 2.075548050842599, 0.14800844614366798]",2.9314641476367536,1.676301813232078,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,18,60,9.58858609199524,1,860.0,0.0,0.0,313,gnm,18,60,6.6667,1.5635,0.3974,-0.0407,0.2222,43,0.8697493211686739,885.0,0.7241653965902791,2.56439498066221,static_conjecture,-25.0,-2.9069767441860463,-0.14558392457839475
gnm_314,48.65591778704828,"[3.011294770217002, 2.026249041189727, 0.9224471948815651, 1.5187223124351807, 0.8538836282670152, 1.8273107554076438, 1.5775815703220766, 3.1415691947575386, 3.0598569157992133, 1.588707268642834]",3.011294770217002,1.827310755407644,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,17,88,12.57829761505127,1,753.0,0.0,0.0,314,gnm,17,88,10.3529,1.6783,0.6469,-0.1193,0.1765,57,0.853612592755233,522.0,0.7729344550399658,2.3357722107167085,static_conjecture,231.0,30.677290836653388,-0.08067813771526722
watts_315,8.201079005592668,"[2.902083082363334, 2.7066578524151805, 2.5810998759936794, 1.1487316453359546, 2.0762600299255096, 0.6044092774896377, 0.46072912316047865, 2.6094210226560888, 3.141579623229041, 2.3668698011745803]",2.902083082363334,0.6044092774896377,"[1.72414847 2.24683366 1.89363699 1.711801   1.33095081 1.0145681
 0.68736038 1.40079375 1.51371792 0.60230853]",1.7241484721289566,1.014568100303551,5,9,9,1.5575647354125977,1,955.0,0.0,0.0,315,watts,9,9,2.0,0.6667,0.0,-0.4063,0.4444,9,0.9112310006214076,1339.0,0.8832535340883302,0.5179474136479489,static_conjecture,-384.0,-40.20942408376963,-0.027977466533077422
