graph_source,init_strategy,graphname,optimal_expectation,optimal_parameters,optimal_gamma,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model
known,static_conjecture,gnm_477,25.621137331314998,"[2.304620235563805, 2.3826986843407907, 2.3803425400196754, 2.3744583639954833, 2.894116460609105, 0.7593374040164105, 2.6382154596447718, 2.459682233727368, 2.50683207796009, 0.6061446853824171]",2.304620235563805,0.7593374040164105,"[2.36945465 2.36945465 2.36945465 2.36945465 2.36945465 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.3694546470352997,0.8620742360644783,5,11,49,13.794384241104126,1,731.0,0.0,0.0,477,gnm
known,static_conjecture,regular_478,29.822290733866488,"[2.9275904912333712, 1.9650879319737458, 3.0282822399475, 2.1226655176659595, 3.0641146848689, 0.16497309030607699, 2.3058792550325506, 0.35362305278173517, 2.012789844494176, 0.8556661449120978]",2.9275904912333712,0.16497309030607699,"[3.14159265 3.14159265 3.14159265 3.14159265 3.14159265 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",3.141592653589793,0.8620742360644783,5,20,40,33.008217573165894,1,2001.0,0.0,0.0,478,regular
known,static_conjecture,watts_479,7.269255128587929,"[2.078280992280236, 1.3386495631153663, 1.983988410759987, 2.0638788941080497, 1.5634723188520705, 0.12614443892791746, 2.4721340580082813, 1.2263889691576768, 1.1384723071493275, 0.27421372464243]",2.078280992280236,0.12614443892791746,"[1.47746394 1.47746394 1.47746394 1.47746394 1.47746394 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.4774639423076923,0.8620742360644783,5,8,8,6.5882790088653564,1,2157.0,0.0,0.0,479,watts
known,static_conjecture,barabasi_480,8.187117879452373,"[2.8759461405545528, 3.141433413501698, 2.6554751453963266, 2.6948320278993743, 1.7325186818961618, 1.5150989090143605, 2.075344033690879, 1.8275263791731713, 1.7639863829595637, 1.4711910096082723]",2.8759461405545528,1.5150989090143605,"[2.1846071  2.1846071  2.1846071  2.1846071  2.1846071  0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.184607103422893,0.8620742360644783,5,10,9,10.268410682678223,1,1693.0,0.0,0.0,480,barabasi
known,static_conjecture,watts_481,7.866377807418758,"[1.2961238250883278, 2.648147289170544, 2.030695542927047, 1.827257199328122, 1.7135124439462572, 1.1131824948751983, 1.5477558809366467, 1.944372471452981, 1.1189447324629893, -0.16161760786849197]",1.2961238250883278,1.1131824948751983,"[1.63924033 1.63924033 1.63924033 1.63924033 1.63924033 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.6392403283850654,0.8620742360644783,5,6,12,10.08795714378357,1,1530.0,0.0,0.0,481,watts
known,static_conjecture,watts_482,9.709460085787727,"[1.692837422314986, 1.806156345183238, 1.9864831922654955, 1.7666915342173364, 1.326479581040933, 1.0502557172034108, 1.1051195353600662, 1.0588016422977813, 1.2632469927734054, 0.3685822957334218]",1.692837422314986,1.0502557172034108,"[1.54166667 1.54166667 1.54166667 1.54166667 1.54166667 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.541666666666667,0.8620742360644783,5,11,11,13.558454036712646,1,1941.0,0.0,0.0,482,watts
known,static_conjecture,watts_483,16.322059307170147,"[1.6802207241039717, 1.1835771837514462, 2.6366482425475883, 2.5579460069364366, 1.3029653289095822, -0.07846905972505931, 2.169069290241146, 2.0295439661027874, 1.8080036682843321, 1.5768494317634254]",1.6802207241039717,-0.07846905972505931,"[1.57079633 1.57079633 1.57079633 1.57079633 1.57079633 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",1.5707963267948966,0.8620742360644783,5,19,19,7.750555038452148,1,1199.0,0.0,0.0,483,watts
known,static_conjecture,barabasi_484,8.07248827371166,"[2.825472847292408, 2.776301344849764, 1.676745154506746, 0.9664548156047107, 2.108191947274765, 1.928141359661005, 1.943126520045088, 1.9489617575197535, 1.782456847402682, 1.3273881387661564]",2.825472847292408,1.928141359661005,"[2.21419442 2.21419442 2.21419442 2.21419442 2.21419442 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.2141944239970557,0.8620742360644783,5,10,9,3.057868242263794,1,1169.0,0.0,0.0,484,barabasi
known,static_conjecture,gnm_485,58.832998015774315,"[2.9796393940947925, 2.438288290808348, 2.702311274875597, 2.7430695198462534, 2.3984541840073352, 0.9073285602376562, 2.161419648127385, 1.5788820731436757, 1.5645864508302978, 0.9201001047863838]",2.9796393940947925,0.9073285602376562,"[2.54449997 2.54449997 2.54449997 2.54449997 2.54449997 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.544499965149832,0.8620742360644783,5,17,115,23.45847725868225,1,692.0,0.0,0.0,485,gnm
known,static_conjecture,gnm_486,23.16993451361649,"[2.3587347489955874, 1.6703458622737393, 2.021392798130909, 1.9016316973202534, 2.362992280646846, 0.7888986040695294, 2.356980499703219, 1.5617442460693547, 1.3715498128795942, 0.7819472354010899]",2.3587347489955874,0.7888986040695294,"[2.05831733 2.05831733 2.05831733 2.05831733 2.05831733 0.86207424
 1.12341683 0.9468185  0.8559005  0.6654754 ]",2.058317333343594,0.8620742360644783,5,14,43,9.600672483444214,1,696.0,0.0,0.0,486,gnm
