graphname,optimal_expectation,optimal_parameters,optimal_gamma,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut,approx_ratio
gnm_32,9.237869359814797,"[1.3015996840656792, 2.596625923656727]",1.3015996840656792,2.596625923656727,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,17,0.0644748210906982,1,52.0,0.0,0.0,32,gnm,7,17,4.8571,0.6389,0.7714,-0.2966,0.2857,12,0.769822446651233
barabasi_33,23.636339893697624,"[0.21825425911967197, 2.8043661701951192]",0.2182542591196719,2.8043661701951192,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,16,39,0.1506538391113281,1,55.0,0.0,0.0,33,barabasi,16,39,4.875,2.3684,0.3637,-0.3335,0.375,32,0.7386356216780507
watts_34,24.242789118316267,"[0.2501559392205218, 2.782278868465705]",0.2501559392205218,2.782278868465705,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,19,38,0.3287892341613769,1,91.0,0.0,0.0,34,watts,19,38,4.0,1.0761,0.2188,-0.1844,0.4211,30,0.8080929706105422
barabasi_35,8.593129013776675,"[0.6200899995347586, 2.748372596918693]",0.6200899995347586,2.748372596918693,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,13,12,0.1028120517730712,1,45.0,0.0,0.0,35,barabasi,13,12,1.8462,2.1428,0.0,-0.6763,0.6923,12,0.7160940844813896
barabasi_36,5.775148882903977,"[0.49176442146263166, 2.749422210145581]",0.4917644214626316,2.749422210145581,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,9,8,0.0775959491729736,1,50.0,0.0,0.0,36,barabasi,9,8,1.7778,1.5476,0.0,-0.6391,0.6667,8,0.7218936103629972
watts_37,11.24998435645569,"[1.9632009821256866, 2.748932149681167]",1.9632009821256864,2.748932149681167,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,15,15,0.0983548164367675,1,50.0,0.0,0.0,37,watts,15,15,2.0,0.0,0.0,0.0,0.4667,14,0.8035703111754063
barabasi_38,4.552819518194156,"[0.4197538419400893, 2.7488952764223216]",0.4197538419400893,2.7488952764223216,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,6,0.0512452125549316,1,54.0,0.0,0.0,38,barabasi,7,6,1.7143,0.6999,0.0,-0.6667,0.4286,6,0.7588032530323594
barabasi_39,10.287865140706597,"[0.9484788147451022, 2.7483786851021152]",0.9484788147451022,2.7483786851021152,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,16,15,0.1026785373687744,1,53.0,0.0,0.0,39,barabasi,16,15,1.875,1.4524,0.0,-0.5882,0.6875,15,0.6858576760471065
barabasi_40,33.347224315360776,"[1.8290001597669936, 2.7465615089516087]",1.8290001597669936,2.7465615089516087,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,20,64,0.3153557777404785,1,42.0,0.0,0.0,40,barabasi,20,64,6.4,2.8,0.3732,-0.3084,0.4,47,0.7095154109651229
regular_41,16.618822422150743,"[1.263131895266298, 2.748709696710814]",1.263131895266298,2.748709696710814,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,16,24,0.1146128177642822,1,65.0,0.0,0.0,41,regular,16,24,3.0,0.0,0.0,0.0,0.375,22,0.7554010191886701
gnm_42,44.59221069207916,"[1.393197411079421, 2.542963740241605]",1.393197411079421,2.542963740241605,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,19,87,0.3775680065155029,1,52.0,0.0,0.0,42,gnm,19,87,9.1579,2.0069,0.5053,-0.0565,0.2105,58,0.7688312188289511
watts_43,6.41606583479188,"[0.36900455841154267, 2.775169106008568]",0.3690045584115426,2.775169106008568,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,9,9,0.102996826171875,1,77.0,0.0,0.0,43,watts,9,9,2.0,0.6667,0.1852,0.1562,0.4444,8,0.802008229348985
barabasi_44,5.150764686550247,"[0.4078701654122823, 2.749066289422652]",0.4078701654122823,2.749066289422652,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,8,7,0.0477371215820312,1,52.0,0.0,0.0,44,barabasi,8,7,1.75,1.0897,0.0,-0.5867,0.625,7,0.7358235266500354
regular_45,5.939219763502479,"[1.2858616241050722, 2.793263945554275]",1.2858616241050722,2.793263945554275,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,6,9,0.046375036239624,1,52.0,0.0,0.0,45,regular,6,9,3.0,0.0,0.3333,0.0,0.3333,7,0.8484599662146398
barabasi_46,9.942318906099148,"[0.4030778938836962, 2.7488597349698347]",0.4030778938836962,2.7488597349698347,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,15,14,0.0862293243408203,1,56.0,0.0,0.0,46,barabasi,15,14,1.8667,1.5434,0.0,-0.4818,0.6667,14,0.7101656361499391
watts_47,5.111104365729261,"[1.9648663672661515, 2.7377620735283736]",1.9648663672661515,2.7377620735283736,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,8,8,0.0527033805847168,1,48.0,0.0,0.0,47,watts,8,8,2.0,0.5,0.2917,-0.0667,0.375,7,0.7301577665327516
barabasi_48,24.019416385993377,"[1.3017672831518776, 2.766643654108697]",1.3017672831518776,2.766643654108697,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,17,42,0.1483237743377685,1,54.0,0.0,0.0,48,barabasi,17,42,4.9412,2.6451,0.5312,-0.3646,0.4118,32,0.750606762062293
barabasi_49,5.150764328765945,"[0.4078701654122823, 2.749066289422652]",0.4078701654122823,2.749066289422652,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,8,7,0.0548458099365234,1,52.0,0.0,0.0,49,barabasi,8,7,1.75,1.0897,0.0,-0.4933,0.625,7,0.7358234755379921
watts_50,6.558655128019225,"[1.170868137380828, 1.9640794211232693]",1.170868137380828,1.9640794211232693,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,10,10,0.0646021366119384,1,54.0,0.0,0.0,50,watts,10,10,2.0,0.4472,0.0,-0.0526,0.5,10,0.6558655128019225
regular_51,10.499985661384024,"[1.9632009821256866, 2.748932149681167]",1.9632009821256864,2.748932149681167,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,14,14,0.0728828907012939,1,50.0,0.0,0.0,51,regular,14,14,2.0,0.0,0.0,0.0,0.4286,14,0.7499989758131446
barabasi_52,10.925367270504578,"[1.8871524562559712, 2.7504671191330923]",1.8871524562559712,2.7504671191330923,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,12,20,0.0852150917053222,1,55.0,0.0,0.0,52,barabasi,12,20,3.3333,1.4907,0.3139,-0.3137,0.4167,17,0.6426686629708576
barabasi_53,8.002659695177115,"[0.39097781549615357, 2.748651410381534]",0.3909778154961535,2.748651410381534,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,12,11,0.0767395496368408,1,60.0,0.0,0.0,53,barabasi,12,11,1.8333,1.1426,0.0,-0.2974,0.5,11,0.7275145177433742
gnm_54,4.200297894150936,"[1.0547475599257874, 2.0265302089635413]",1.0547475599257874,2.0265302089635413,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,6,7,0.0794951915740966,1,65.0,0.0,0.0,54,gnm,6,7,2.3333,0.4714,0.2778,-0.1667,0.5,6,0.7000496490251561
barabasi_55,18.07008806967662,"[0.2695308370241965, 2.7709347600867797]",0.2695308370241965,2.77093476008678,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,16,28,0.1523499488830566,1,60.0,0.0,0.0,55,barabasi,16,28,3.5,1.9039,0.3049,-0.3503,0.5,23,0.7856560030294182
watts_56,8.548137880796276,"[1.2619473831988222, 2.322189460769555]",1.2619473831988222,2.322189460769555,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,8,16,0.1137022972106933,1,47.0,0.0,0.0,56,watts,8,16,4.0,0.7071,0.4667,-0.1613,0.25,13,0.6575490677535597
barabasi_57,27.288587643062854,"[1.945330302082094, 1.992447427358881]",1.945330302082094,1.992447427358881,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,20,51,0.3527846336364746,1,58.0,0.0,0.0,57,barabasi,20,51,5.1,2.5671,0.3382,-0.4138,0.35,39,0.6997073754631501
barabasi_58,12.19923954840785,"[0.3795694695654289, 2.748556280911468]",0.3795694695654289,2.748556280911468,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,18,17,0.1010894775390625,1,53.0,0.0,0.0,58,barabasi,18,17,1.8889,1.2862,0.0,-0.2413,0.5556,17,0.7176023263769323
gnm_59,18.815839009224536,"[1.7472114678396768, 2.775738144618453]",1.7472114678396768,2.775738144618453,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,14,36,0.1056592464447021,1,46.0,0.0,0.0,59,gnm,14,36,5.1429,1.1867,0.3588,-0.1163,0.2857,27,0.6968829262675754
gnm_60,17.18020088740559,"[1.776577188135216, 2.6780112126994715]",1.776577188135216,2.6780112126994715,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,10,32,0.1134910583496093,1,57.0,0.0,0.0,60,gnm,10,32,6.4,1.0198,0.6717,-0.1513,0.3,22,0.7809182221547996
barabasi_61,4.369751308913692,"[0.47415267697570906, 2.749013327912908]",0.474152676975709,2.749013327912908,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,6,0.0430970191955566,1,49.0,0.0,0.0,61,barabasi,7,6,1.7143,1.3851,0.0,-0.776,0.7143,6,0.7282918848189487
watts_62,16.63727377983322,"[1.8653826582443993, 2.813126552921447]",1.8653826582443995,2.813126552921447,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,15,30,0.1146457195281982,1,47.0,0.0,0.0,62,watts,15,30,4.0,1.3663,0.4206,-0.1709,0.4,22,0.7562397172651463
watts_63,8.599047277319187,"[0.23400044071266238, 2.828929116718893]",0.2340004407126623,2.828929116718893,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,14,0.0931906700134277,1,57.0,0.0,0.0,63,watts,7,14,4.0,0.7559,0.5714,-0.4259,0.4286,10,0.8599047277319187
gnm_64,5.534024823689833,"[1.8099350590156411, 2.7880722682927837]",1.809935059015641,2.788072268292784,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,6,10,0.0705869197845459,1,50.0,0.0,0.0,64,gnm,6,10,3.3333,0.7454,0.6667,-0.3333,0.3333,7,0.7905749748128333
barabasi_65,7.197114609800394,"[0.42498828361245433, 2.7489894846371477]",0.4249882836124543,2.748989484637148,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,11,10,0.0866382122039794,1,52.0,0.0,0.0,65,barabasi,11,10,1.8182,1.4659,0.0,-0.4651,0.5455,10,0.7197114609800395
regular_66,15.077792894514031,"[1.8135160251066735, 2.8063038084867555]",1.813516025106673,2.8063038084867555,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,12,24,0.0880889892578125,1,50.0,0.0,0.0,66,regular,12,24,4.0,0.0,0.375,0.0,0.3333,18,0.8376551608063351
watts_67,10.89945749222352,"[1.8488755262348189, 2.6805439409063396]",1.8488755262348189,2.68054394090634,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,10,20,0.074221134185791,1,58.0,0.0,0.0,67,watts,10,20,4.0,0.6325,0.4733,-0.0256,0.4,15,0.726630499481568
gnm_68,24.71652000849116,"[1.8357896270609642, 2.7429144157783956]",1.835789627060964,2.742914415778396,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,20,47,0.329416275024414,1,56.0,0.0,0.0,68,gnm,20,47,4.7,1.7059,0.2011,-0.2134,0.4,40,0.617913000212279
barabasi_69,3.7156854182248935,"[0.4361750962271948, 2.74996334537175]",0.4361750962271948,2.74996334537175,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,6,5,0.0519716739654541,1,48.0,0.0,0.0,69,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5,0.7431370836449787
regular_70,14.99997552391094,"[1.9633901687532234, 2.749480627093167]",1.9633901687532236,2.749480627093167,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,20,20,0.1820218563079834,1,52.0,0.0,0.0,70,regular,20,20,2.0,0.0,0.0,0.0,0.4,20,0.749998776195547
watts_71,7.822634100688447,"[1.2304125223124198, 2.5223681063907852]",1.2304125223124198,2.522368106390785,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,14,0.0861177444458007,1,50.0,0.0,0.0,71,watts,7,14,4.0,1.069,0.7333,-0.4,0.2857,10,0.7822634100688447
watts_72,5.05098547169473,"[0.3701225271046774, 2.7491352726620546]",0.3701225271046774,2.7491352726620546,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,7,0.0569460391998291,1,52.0,0.0,0.0,72,watts,7,7,2.0,1.069,0.0,-0.6066,0.5714,7,0.7215693530992472
watts_73,7.308576749754309,"[1.1721401455925897, 1.9631824879452595]",1.1721401455925895,1.9631824879452595,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,11,11,0.1010580062866211,1,55.0,0.0,0.0,73,watts,11,11,2.0,0.4264,0.0,-0.0476,0.5455,11,0.6644160681594826
regular_74,8.735119966906495,"[1.809743037871993, 2.813683437603643]",1.809743037871993,2.813683437603643,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,14,0.0787193775177002,1,52.0,0.0,0.0,74,regular,7,14,4.0,0.0,0.4286,0.0,0.4286,12,0.7279266639088746
gnm_75,31.439193858705583,"[1.7792565146775727, 2.8114165324350866]",1.7792565146775727,2.8114165324350866,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,17,60,0.2214624881744384,1,51.0,0.0,0.0,75,gnm,17,60,7.0588,1.7311,0.4232,-0.2078,0.2353,43,0.7311440432257112
regular_76,11.999981640778271,"[1.9633901687532234, 2.749480627093167]",1.9633901687532236,2.749480627093167,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,16,16,0.0894808769226074,1,50.0,0.0,0.0,76,regular,16,16,2.0,0.0,0.0,0.0,0.4375,16,0.749998852548642
barabasi_77,6.65019029238524,"[0.4020601123973365, 2.7491902347000163]",0.4020601123973365,2.7491902347000163,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,10,9,0.0574023723602294,1,53.0,0.0,0.0,77,barabasi,10,9,1.8,0.9798,0.0,-0.2727,0.5,9,0.7389100324872488
barabasi_78,25.42021398348536,"[0.22143661898736394, 2.802025198213552]",0.2214366189873639,2.802025198213552,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,17,42,0.382286787033081,1,123.0,0.0,0.0,78,barabasi,17,42,4.9412,2.6002,0.3522,-0.2744,0.3529,34,0.7476533524554518
barabasi_79,8.539296067375654,"[0.44319529887157727, 2.7481338929059222]",0.4431952988715772,2.7481338929059222,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,13,12,0.0781028270721435,1,45.0,0.0,0.0,79,barabasi,13,12,1.8462,1.657,0.0,-0.5339,0.5385,12,0.7116080056146378
gnm_80,5.050974739482626,"[0.35434621381257275, 2.749199959230794]",0.3543462138125727,2.749199959230794,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,6,7,0.0861268043518066,1,70.0,0.0,0.0,80,gnm,6,7,2.3333,0.4714,0.0,-0.75,0.5,6,0.8418291232471043
gnm_81,8.806830646146409,"[1.2786371288184282, 2.5408782124561253]",1.2786371288184282,2.5408782124561253,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,16,0.095367431640625,1,46.0,0.0,0.0,81,gnm,7,16,4.5714,0.9035,0.7571,-0.25,0.2857,11,0.8006209678314917
barabasi_82,4.463127685091422,"[0.42274214377390923, 2.7490476091705185]",0.4227421437739092,2.7490476091705185,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,6,0.0747621059417724,1,61.0,0.0,0.0,82,barabasi,7,6,1.7143,1.0302,0.0,-0.5,0.5714,6,0.7438546141819037
watts_83,20.25763601148092,"[1.8428642310167254, 2.703197841743669]",1.8428642310167251,2.703197841743669,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,19,38,0.1986804008483886,1,51.0,0.0,0.0,83,watts,19,38,4.0,0.6489,0.386,-0.027,0.3158,30,0.6752545337160306
watts_84,8.412514704112255,"[0.22313740563143725, 2.8500772865382626]",0.2231374056314372,2.850077286538262,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,7,14,0.0626089572906494,1,58.0,0.0,0.0,84,watts,7,14,4.0,1.3093,0.8095,-0.4933,0.4286,10,0.8412514704112255
regular_85,10.499986044263585,"[1.9633901687532234, 2.749480627093167]",1.9633901687532236,2.749480627093167,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,14,14,0.0855016708374023,1,50.0,0.0,0.0,85,regular,14,14,2.0,0.0,0.0,0.0,0.4286,14,0.7499990031616847
barabasi_86,13.49957958785721,"[0.43222042890173995, 2.7485929241188147]",0.4322204289017399,2.7485929241188147,[1.72414847 1.12341683],1.7241484721289566,1.123416829660566,1,20,19,0.1545131206512451,1,51.0,0.0,0.0,86,barabasi,20,19,1.9,1.7,0.0,-0.5188,0.6,19,0.71050418883459
