graphname,optimal_expectation,optimal_parameters,optimal_gamma,optimal_beta,initial_parameters,initial_gamma,initial_beta,num_layers,num_qubits,num_interactions,sim_time,n_restarts,mean_n_obj_calls,gamma_std_across_restarts,beta_std_across_restarts,graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut,approx_ratio
gnm_465,7.514547112850892,"[2.858195998907437, 2.6153490120296286, 1.981363093985896, 1.8142261469950638]",2.858195998907437,1.981363093985896,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,10,0.1875159740447998,1,158.0,0.0,0.0,465,gnm,9,10,2.2222,1.0304,0.2963,-0.4286,0.5556,9,0.8349496792056547
regular_466,15.00002846648072,"[0.926630614007312, 1.89301643602926, 2.8190353360893825, 2.2159201524608614]",0.926630614007312,2.8190353360893825,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,18,0.6700060367584229,1,259.0,0.0,0.0,466,regular,18,18,2.0,0.0,0.0,0.0,0.4444,18,0.8333349148044844
watts_467,13.914075413743284,"[2.9255724202315587, 2.106699554070492, 1.8377806523208986, 1.4153463696727444]",2.9255724202315587,1.8377806523208984,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,22,0.3936357498168945,1,186.0,0.0,0.0,467,watts,11,22,4.0,0.4264,0.4667,-0.0115,0.2727,16,0.8696297133589552
regular_468,10.6280136207708,"[2.8171049281348175, 2.2935677921766535, 1.8032939547069295, 1.8166526949764332]",2.817104928134817,1.803293954706929,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,15,0.3142507076263428,1,192.0,0.0,0.0,468,regular,10,15,3.0,0.0,0.3,0.0,0.4,13,0.8175395092900615
barabasi_469,12.657978094133204,"[2.885508593430323, 2.0845811550893867, 1.9137591099241449, 1.4700899619998755]",2.885508593430323,1.9137591099241449,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,20,0.3698489665985107,1,175.0,0.0,0.0,469,barabasi,12,20,3.3333,2.357,0.5731,-0.5026,0.5,16,0.7911236308833253
barabasi_470,10.30695677739995,"[0.30550666743236954, 2.419276336337501, 2.810720231312498, 1.8170428805024252]",0.3055066674323695,2.810720231312498,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,13,0.2702376842498779,1,159.0,0.0,0.0,470,barabasi,14,13,1.8571,1.4569,0.0,-0.4082,0.5714,13,0.7928428290307654
watts_471,12.132426581529998,"[2.9493719505950438, 2.7734301065012628, 2.0160300499508086, 1.8381997131711234]",2.949371950595044,2.0160300499508086,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,18,0.7287182807922363,1,414.0,0.0,0.0,471,watts,9,18,4.0,1.0541,0.4667,-0.3419,0.3333,14,0.8666018986807141
barabasi_472,7.178718459714343,"[2.3724411990573726, 1.5478483674482442, 1.881066168631429, 1.260518275930018]",2.3724411990573726,1.881066168631429,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2810127735137939,1,208.0,0.0,0.0,472,barabasi,10,9,1.8,1.5362,0.0,-0.5995,0.6,9,0.7976353844127048
watts_473,5.269659318819777,"[1.875132995983448, 2.9500984867655378, 1.116227151555007, 2.455628944718811]",1.875132995983448,1.116227151555007,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,9,0.2023417949676513,1,176.0,0.0,0.0,473,watts,9,9,2.0,1.2472,0.1593,-0.4595,0.6667,8,0.6587074148524721
regular_474,5.833331344765611,"[0.9254719896820817, 1.8935618976420174, 2.81916372348132, 2.2153399264156954]",0.9254719896820816,2.81916372348132,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,7,0.1429667472839355,1,143.0,0.0,0.0,474,regular,7,7,2.0,0.0,0.0,0.0,0.4286,6,0.9722218907942685
gnm_475,40.73165540375471,"[1.2190029208306403, 1.7535562274652432, 3.1191228615225497, 1.8696015851181857]",1.2190029208306403,3.1191228615225497,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,71,1.994065523147583,1,231.0,0.0,0.0,475,gnm,18,71,7.8889,1.8224,0.4727,-0.0978,0.2778,48,0.8485761542448897
gnm_476,27.719496319248048,"[1.7900460598528416, 3.029892981879658, 1.1665657031590346, 2.4129100436092576]",1.7900460598528416,1.1665657031590346,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,54,1.359806776046753,1,277.0,0.0,0.0,476,gnm,15,54,7.2,1.833,0.5493,-0.2237,0.3333,37,0.7491755761958931
gnm_477,25.75260588810488,"[1.4649501132192773, 2.832376314643097, 2.129713616165998, 2.5200122134210563]",1.4649501132192773,2.129713616165998,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,49,0.9473607540130616,1,230.0,0.0,0.0,477,gnm,11,49,8.9091,0.668,0.8776,-0.1406,0.1818,30,0.8584201962701627
regular_478,27.412307740380367,"[1.3248030945486438, 2.1010267531690854, 1.7843100531323013, 1.3124801512259543]",1.3248030945486438,1.7843100531323013,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,40,1.9718589782714844,1,268.0,0.0,0.0,478,regular,20,40,4.0,0.0,0.125,0.0,0.3,32,0.8566346168868865
watts_479,6.264423450157892,"[0.8595904355461905, 1.8819919983915634, 2.9385313513099636, 2.0608542770770244]",0.8595904355461905,2.938531351309964,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,8,8,0.1765456199645996,1,160.0,0.0,0.0,479,watts,8,8,2.0,0.866,0.0,-0.3968,0.625,8,0.7830529312697365
barabasi_480,7.261930653889749,"[2.8411074112281236, 0.7053087602501278, 1.9291207753833586, 1.3176665436241173]",2.841107411228124,1.9291207753833584,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2217993736267089,1,200.0,0.0,0.0,480,barabasi,10,9,1.8,1.4,0.0,-0.5992,0.7,9,0.8068811837655276
watts_481,7.256240685885132,"[2.8755732608999356, 1.7584007362069507, 1.9290587175245215, 1.011671728129881]",2.875573260899936,1.9290587175245213,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,12,0.2755961418151855,1,233.0,0.0,0.0,481,watts,6,12,4.0,1.0,0.9,-0.4545,0.3333,8,0.9070300857356415
watts_482,8.831940254463241,"[0.5272189404589497, 2.200579522032757, 2.9753995598297354, 1.9315460850885962]",0.5272189404589497,2.975399559829736,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,11,0.1920154094696045,1,144.0,0.0,0.0,482,watts,11,11,2.0,0.4264,0.0,-0.0476,0.5455,11,0.8029036594966583
watts_483,15.330174439616837,"[0.5568141624964392, 2.879894187769444, 0.3317377246181108, 0.8726990642887693]",0.5568141624964392,0.3317377246181108,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,19,19,0.9905829429626464,1,375.0,0.0,0.0,483,watts,19,19,2.0,0.562,0.0,-0.0857,0.5263,19,0.806851286295623
barabasi_484,6.734353891493939,"[0.41459645049465343, 3.012320885835378, 1.9219762834817447, 2.3881075527826456]",0.4145964504946534,1.9219762834817449,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2554380893707275,1,198.0,0.0,0.0,484,barabasi,10,9,1.8,1.3266,0.0,-0.6981,0.6,9,0.7482615434993265
gnm_485,59.67911342366441,"[2.8387971301952257, 1.7226525095357665, 3.141592653589793, 2.671852458541486]",2.8387971301952257,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,115,1.688267469406128,1,153.0,0.0,0.0,485,gnm,17,115,13.5294,1.719,0.8616,-0.0902,0.1765,67,0.8907330361740957
gnm_486,22.6928793426694,"[1.882087451949129, 3.0377243587550993, 2.8444915282823735, 2.296043717819183]",1.882087451949129,2.844491528282373,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,43,0.878143310546875,1,211.0,0.0,0.0,486,gnm,14,43,6.1429,1.767,0.5202,-0.1091,0.2857,32,0.7091524794584187
gnm_487,16.257488121729125,"[2.966418050809268, 2.0133250794694098, 1.8268441577026682, 1.724100869936093]",2.966418050809268,1.826844157702668,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,27,0.3580446243286133,1,154.0,0.0,0.0,487,gnm,10,27,5.4,0.9165,0.5014,-0.0946,0.3,20,0.8128744060864562
barabasi_488,6.757823501044191,"[1.3438502166975272, 2.2109950495180746, 1.3116420717798518, 1.2359121902274532]",1.3438502166975272,1.3116420717798518,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2448542118072509,1,177.0,0.0,0.0,488,barabasi,10,9,1.8,1.249,0.0,-0.5217,0.6,9,0.750869277893799
watts_489,18.780593668101893,"[2.8995565796093423, 2.251540762051732, 1.9034907504167815, 1.563088410360581]",2.8995565796093423,1.9034907504167813,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,30,0.5953052043914795,1,197.0,0.0,0.0,489,watts,15,30,4.0,0.6325,0.3933,-0.1966,0.4,23,0.8165475507870389
gnm_490,6.67866946477443,"[2.8587574598502554, 2.7183635954471788, 2.073716696089609, 1.9153509462553755]",2.8587574598502554,2.073716696089609,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,10,0.2215442657470703,1,180.0,0.0,0.0,490,gnm,6,10,3.3333,1.2472,0.8333,-0.6667,0.5,8,0.8348336830968037
watts_491,21.507926804217536,"[0.984515640524392, 1.9102654629881703, 3.141592653589793, 1.9211134398661796]",0.984515640524392,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,34,0.9039294719696044,1,220.0,0.0,0.0,491,watts,17,34,4.0,1.1376,0.2672,-0.1197,0.4118,27,0.7965898816376865
barabasi_492,4.538727884017135,"[1.3257704767601426, 2.2325680377884596, 1.7451150474351542, 1.1851002396353834]",1.3257704767601426,1.7451150474351542,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,6,0.1266610622406005,1,117.0,0.0,0.0,492,barabasi,7,6,1.7143,1.0302,0.0,-0.5,0.5714,6,0.7564546473361892
regular_493,17.41316463668056,"[1.760533510993405, 1.9592238141533, 1.1331395872227938, 1.3329445054289049]",1.760533510993405,1.1331395872227938,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,26,0.4107701778411865,1,155.0,0.0,0.0,493,regular,13,26,4.0,0.0,0.3846,0.0,0.3077,20,0.8706582318340279
barabasi_494,3.954072926804656,"[0.48284268403908115, 2.954069272163903, 1.9255741950415444, 2.389475769350691]",0.4828426840390811,1.9255741950415444,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,5,0.1936602592468261,1,240.0,0.0,0.0,494,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.5,5,0.7908145853609312
watts_495,9.635178721377278,"[0.8493316325598296, 1.9068302613789658, 3.141592653589793, 1.9639503850244713]",0.8493316325598296,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,13,0.1564748287200927,1,105.0,0.0,0.0,495,watts,13,13,2.0,0.5547,0.0,-0.0833,0.5385,13,0.7411675939520983
gnm_496,7.942513903137296,"[2.9561914846530213, 2.618569843284842, 1.8871944699585737, 1.720504591181847]",2.9561914846530213,1.8871944699585737,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,13,0.2890219688415527,1,220.0,0.0,0.0,496,gnm,6,13,4.3333,0.7454,0.9,-0.4444,0.3333,9,0.8825015447930329
gnm_497,9.16048189600872,"[1.7845742140614897, 2.776591406888184, 0.422901908703792, 2.892914996230184]",1.7845742140614895,0.422901908703792,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,16,0.3995282649993896,1,207.0,0.0,0.0,497,gnm,12,16,2.6667,1.4907,0.1917,-0.4333,0.5833,13,0.7046524535391323
barabasi_498,7.961222088944169,"[0.3482098306701222, 2.2960120391648497, 2.826320821439486, 1.8178052085043959]",0.3482098306701222,2.826320821439486,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,10,0.2364354133605957,1,151.0,0.0,0.0,498,barabasi,11,10,1.8182,1.4659,0.0,-0.4651,0.6364,10,0.7961222088944169
watts_499,3.661142953729722,"[2.0361379595148157, 2.2300665357892715, -0.2863690687415287, 1.775029217223424]",2.036137959514816,-0.2863690687415287,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,6,0.1898910999298095,1,194.0,0.0,0.0,499,watts,6,6,2.0,0.5774,0.0,-0.0909,0.5,6,0.610190492288287
barabasi_500,11.050240593051022,"[0.3090784549749076, 2.375952922203133, 2.812221701726626, 1.8236074998883125]",0.3090784549749076,2.812221701726626,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,14,0.6661379337310791,1,284.0,0.0,0.0,500,barabasi,15,14,1.8667,1.6275,0.0,-0.4837,0.6667,14,0.7893028995036444
gnm_501,82.22318470238665,"[1.69973001795025, 2.9565581662225835, 1.294410089818948, 2.2082513577645706]",1.69973001795025,1.294410089818948,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,19,160,4.043452024459839,1,206.0,0.0,0.0,501,gnm,19,160,16.8421,0.9326,0.9349,-0.0991,0.1053,90,0.9135909411376294
regular_502,5.833330010520513,"[2.496156354601446, 1.893227029377789, 1.2487548306479237, 2.214726101030859]",2.496156354601446,1.2487548306479237,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,7,0.2484200000762939,1,251.0,0.0,0.0,502,regular,7,7,2.0,0.0,0.0,0.0,0.4286,6,0.9722216684200854
barabasi_503,4.51313103006396,"[1.3659512676398422, 2.189454042266177, 1.7169010956024402, 1.188625751617045]",1.3659512676398422,1.7169010956024402,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,6,0.1854662895202636,1,214.0,0.0,0.0,503,barabasi,7,6,1.7143,1.0302,0.0,-0.7143,0.5714,6,0.7521885050106599
gnm_504,13.68371177649091,"[1.166661680040665, 1.7007924025697525, 3.038288483076448, 1.9672108263183026]",1.166661680040665,3.038288483076448,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,21,0.5279128551483154,1,259.0,0.0,0.0,504,gnm,12,21,3.5,1.0408,0.2944,-0.2679,0.3333,17,0.804924222146524
watts_505,11.884918154239848,"[0.8459341533310645, 1.9085199798804082, 3.141592653589793, 1.9637031518052988]",0.8459341533310645,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,16,0.2030360698699951,1,101.0,0.0,0.0,505,watts,16,16,2.0,0.5,0.0,-0.0667,0.4375,15,0.7923278769493233
barabasi_506,6.296613694553344,"[1.3530805515584359, 2.3135968250045913, 1.1671150832541222, 1.2467285571708309]",1.353080551558436,1.1671150832541222,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,8,0.1661443710327148,1,160.0,0.0,0.0,506,barabasi,9,8,1.7778,1.8725,0.0,-0.8195,0.7778,8,0.787076711819168
barabasi_507,5.494495975036443,"[1.8581457267317238, 3.0029140137973203, 1.1487067934760944, 2.4188229815388635]",1.858145726731724,1.1487067934760944,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.1298930644989013,1,123.0,0.0,0.0,507,barabasi,10,9,1.8,1.7776,0.0,-0.6758,0.7,9,0.610499552781827
watts_508,8.877966401632875,"[2.716055657845172, 2.1621937368283515, 2.5436769841341853, 2.290575690552221]",2.716055657845172,2.5436769841341853,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,14,0.16143798828125,1,118.0,0.0,0.0,508,watts,7,14,4.0,0.0,0.5,0.0,0.2857,10,0.8877966401632875
regular_509,15.000048713574534,"[0.9265045519359023, 1.8933170725429727, 2.819184605617873, 2.2156906461497776]",0.9265045519359024,2.819184605617873,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,18,0.5578427314758301,1,257.0,0.0,0.0,509,regular,18,18,2.0,0.0,0.0,0.0,0.4444,18,0.8333360396430297
barabasi_510,8.603231960351014,"[-0.44615484555989193, 3.141592653589793, 3.0825289827957754, 2.022407109026675]",-0.4461548455598919,3.082528982795776,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,13,12,0.2068085670471191,1,133.0,0.0,0.0,510,barabasi,13,12,1.8462,1.6099,0.0,-0.5354,0.6154,12,0.7169359966959178
barabasi_511,33.678661348377865,"[1.77160950622693, 2.991987436015268, 2.595113928727281, 1.7155245621229591]",1.77160950622693,2.595113928727281,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,64,-0.4000840187072754,1,239.0,0.0,0.0,511,barabasi,20,64,6.4,2.7641,0.4965,-0.1275,0.35,46,0.7321448119212579
watts_512,12.521901344194548,"[1.1248662949786894, 1.6349249497122764, 3.141592653589793, 1.9635562438573069]",1.1248662949786894,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.4162962436676025,1,190.0,0.0,0.0,512,watts,17,17,2.0,0.686,0.0,0.15,0.4706,16,0.7826188340121593
gnm_513,19.39356120430421,"[3.0299519897727, 2.010053842912688, 1.7786681510894438, 1.4768901736234317]",3.0299519897727,1.7786681510894438,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,35,0.4060931205749511,1,154.0,0.0,0.0,513,gnm,9,35,7.7778,0.4157,0.9722,-0.25,0.2222,20,0.9696780602152104
regular_514,14.166677235320984,"[2.4971062213207618, 1.8929800845219467, 1.2482103490586238, 2.2156528796495594]",2.4971062213207618,1.2482103490586238,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,17,0.5356869697570801,1,266.0,0.0,0.0,514,regular,17,17,2.0,0.0,0.0,0.0,0.4118,16,0.8854173272075615
barabasi_515,15.603293427021534,"[2.9041101721588705, 1.905476247704021, 1.9740550737059843, 1.3617477463028322]",2.9041101721588705,1.9740550737059843,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,24,0.5825614929199219,1,252.0,0.0,0.0,515,barabasi,14,24,3.4286,2.1285,0.5384,-0.5195,0.5714,19,0.8212259698432386
barabasi_516,12.911850073572952,"[1.0943813630601007, 1.7750127113634528, 3.0843642024435516, 1.9528042297281563]",1.0943813630601007,3.084364202443552,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,12,20,0.3283407688140869,1,167.0,0.0,0.0,516,barabasi,12,20,3.3333,1.7951,0.3093,-0.3492,0.5,16,0.8069906295983095
regular_517,14.47518973714783,"[1.795774343466594, 1.023653505347636, 2.9350611612806037, 1.7956468952039044]",1.795774343466594,2.935061161280604,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,22,0.2636406421661377,1,115.0,0.0,0.0,517,regular,11,22,4.0,0.0,0.3636,0.0,0.2727,16,0.9046993585717393
barabasi_518,22.987151071334083,"[1.397001634745304, 2.807144381773945, 2.658315087554056, 2.881016725757153]",1.397001634745304,2.658315087554056,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,39,1.19220232963562,1,276.0,0.0,0.0,518,barabasi,16,39,4.875,1.6536,0.2884,-0.0351,0.4375,32,0.7183484709791901
barabasi_519,7.17170994188997,"[2.356300056741863, 1.5703284575830458, 1.8826754907461103, 1.2589916268004426]",2.356300056741863,1.8826754907461103,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,9,0.2423491477966308,1,202.0,0.0,0.0,519,barabasi,10,9,1.8,1.249,0.0,-0.5882,0.4,9,0.7968566602099967
barabasi_520,9.941118170647965,"[1.2932040225203965, 2.322757185979083, 1.2213048480704582, 1.2644546769012297]",1.2932040225203965,1.2213048480704582,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,13,0.2534487247467041,1,135.0,0.0,0.0,520,barabasi,14,13,1.8571,1.5972,0.0,-0.4341,0.5714,13,0.7647013977421511
barabasi_521,15.657237012270224,"[1.8438354505531018, 2.576299103158482, -0.3408401639863714, 1.819704855811588]",1.8438354505531016,-0.3408401639863714,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,15,26,0.6008384227752686,1,216.0,0.0,0.0,521,barabasi,15,26,3.4667,2.5263,0.5966,-0.4471,0.6,22,0.7116925914668284
regular_522,10.773137120984485,"[2.799776482633507, 2.3003027772876767, 1.8051003920688777, 1.83011556854854]",2.799776482633507,1.8051003920688775,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,10,15,0.3861587047576904,1,242.0,0.0,0.0,522,regular,10,15,3.0,0.0,0.2,0.0,0.4,13,0.828702855460345
watts_523,9.166661286626155,"[0.925642479407645, 1.892883435830847, 2.8192231022647465, 2.215409788005622]",0.925642479407645,2.8192231022647465,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,11,0.1877117156982422,1,137.0,0.0,0.0,523,watts,11,11,2.0,0.0,0.0,0.0,0.4545,10,0.9166661286626155
regular_524,16.456133726113954,"[3.0168061711867944, 1.9990097403231655, 3.141592653589793, 1.9544986418613008]",3.0168061711867944,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,16,24,0.3839607238769531,1,131.0,0.0,0.0,524,regular,16,24,3.0,0.0,0.0625,0.0,0.375,22,0.7480060784597252
watts_525,9.30252575543136,"[1.740897029045244, 2.38218949267044, 1.2548067833694323, 1.8221265728319302]",1.740897029045244,1.2548067833694323,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,18,0.3429148197174072,1,199.0,0.0,0.0,525,watts,9,18,4.0,1.1547,0.4593,-0.0,0.3333,14,0.6644661253879542
gnm_526,34.998081555362134,"[1.7434204059328113, 2.3005636425388376, 2.7675590691920067, 1.566008031940831]",1.7434204059328111,2.7675590691920067,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,14,65,1.3855371475219729,1,201.0,0.0,0.0,526,gnm,14,65,9.2857,1.3325,0.706,-0.0691,0.2143,42,0.8332876560800508
watts_527,7.285792404974927,"[2.9357826292885014, 2.0259434293402445, 1.8522424407254894, 1.471502726506406]",2.9357826292885014,1.8522424407254892,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,12,0.3411734104156494,1,206.0,0.0,0.0,527,watts,6,12,4.0,0.5774,0.7278,-0.2766,0.3333,9,0.8095324894416586
gnm_528,62.465237693538114,"[1.7560324613218725, 2.9010519252529017, 1.8602584191818021, 2.5614251532897185]",1.7560324613218723,1.860258419181802,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,124,6.613025426864624,1,341.0,0.0,0.0,528,gnm,20,124,12.4,1.7146,0.6408,-0.0333,0.2,78,0.8008363806863861
watts_529,25.62516905958831,"[2.9045194409240565, 2.0433057298775235, 1.895740469925792, 1.464250073524352]",2.9045194409240565,1.895740469925792,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,20,40,1.7539210319519043,1,267.0,0.0,0.0,529,watts,20,40,4.0,0.7071,0.2733,0.1955,0.35,32,0.8007865331121347
watts_530,8.519932555694407,"[0.6224623670243524, 2.8522773010319495, 1.8778728899200243, 0.9336678682022291]",0.6224623670243524,1.8778728899200243,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,11,11,0.1979780197143554,1,145.0,0.0,0.0,530,watts,11,11,2.0,0.7385,0.197,-0.1,0.4545,10,0.8519932555694407
barabasi_531,6.296613587989896,"[1.3530805515584359, 2.3135968250045913, 1.1671150832541222, 1.2467285571708309]",1.353080551558436,1.1671150832541222,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,8,0.1670238971710205,1,160.0,0.0,0.0,531,barabasi,9,8,1.7778,1.8725,0.0,-0.8195,0.7778,8,0.787076698498737
watts_532,7.535993355209939,"[2.949477951186415, 2.6354840362380783, 1.9100716750806672, 1.7505325008505392]",2.949477951186415,1.9100716750806672,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,6,12,0.2334258556365966,1,207.0,0.0,0.0,532,watts,6,12,4.0,0.8165,0.8444,-0.4348,0.3333,8,0.9419991694012424
watts_533,13.224051247708788,"[2.177034243581697, 2.1126075800876167, 1.3982083990341485, 1.943291156133335]",2.177034243581697,1.3982083990341485,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,18,18,0.5309407711029053,1,222.0,0.0,0.0,533,watts,18,18,2.0,0.3333,0.0,-0.0286,0.5,18,0.7346695137615993
watts_534,6.560410609602343,"[2.762974229948021, 1.5983457523684563, 0.40445630590553916, 1.5328463540848447]",2.762974229948021,0.4044563059055391,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,9,9,0.3929307460784912,1,359.0,0.0,0.0,534,watts,9,9,2.0,0.9428,0.0,-0.3012,0.5556,9,0.7289345121780381
regular_535,22.022712564140093,"[0.7507002729156753, 2.1364290640775283, 3.141592653589793, 1.9399575139506373]",0.7507002729156753,3.141592653589793,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,17,34,0.8329827785491943,1,221.0,0.0,0.0,535,regular,17,34,4.0,0.0,0.1471,0.0,0.3529,28,0.7865254487192891
watts_536,24.0481177491366,"[2.8936859874408247, 2.0848283718312652, 1.9183351568130007, 1.589696317563624]",2.8936859874408247,1.9183351568130007,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,19,38,1.008338212966919,1,201.0,0.0,0.0,536,watts,19,38,4.0,0.8584,0.293,0.0576,0.3158,30,0.80160392497122
gnm_537,7.0966283012821805,"[1.0307180083187681, 1.8347291266695414, 3.074290579346783, 1.9313972250201494]",1.030718008318768,3.074290579346783,[1.72414847 2.24683366 0.9468185  0.8559005 ],1.7241484721289566,0.946818497059829,2,7,11,0.2861926555633545,1,212.0,0.0,0.0,537,gnm,7,11,3.1429,0.833,0.381,0.0833,0.4286,9,0.78851425569802
