graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut
65,barabasi,11,10,1.8182,1.4659,0.0,-0.4651,0.5455,10
66,regular,12,24,4.0,0.0,0.375,,0.3333,18
67,watts,10,20,4.0,0.6325,0.4733,-0.0256,0.4,15
68,gnm,20,47,4.7,1.7059,0.2011,-0.2134,0.4,40
69,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5
70,regular,20,20,2.0,0.0,0.0,,0.4,20
71,watts,7,14,4.0,1.069,0.7333,-0.4,0.2857,10
72,watts,7,7,2.0,1.069,0.0,-0.6066,0.5714,7
73,watts,11,11,2.0,0.4264,0.0,-0.0476,0.5455,11
74,regular,7,14,4.0,0.0,0.4286,,0.4286,12
75,gnm,17,60,7.0588,1.7311,0.4232,-0.2078,0.2353,43
76,regular,16,16,2.0,0.0,0.0,,0.4375,16
77,barabasi,10,9,1.8,0.9798,0.0,-0.2727,0.5,9
78,barabasi,17,42,4.9412,2.6002,0.3522,-0.2744,0.3529,34
79,barabasi,13,12,1.8462,1.657,0.0,-0.5339,0.5385,12
80,gnm,6,7,2.3333,0.4714,0.0,-0.75,0.5,6
81,gnm,7,16,4.5714,0.9035,0.7571,-0.25,0.2857,11
82,barabasi,7,6,1.7143,1.0302,0.0,-0.5,0.5714,6
83,watts,19,38,4.0,0.6489,0.386,-0.027,0.3158,30
84,watts,7,14,4.0,1.3093,0.8095,-0.4933,0.4286,10
85,regular,14,14,2.0,0.0,0.0,,0.4286,14
86,barabasi,20,19,1.9,1.7,0.0,-0.5188,0.6,19
87,watts,13,13,2.0,0.5547,0.0,0.1875,0.4615,12
88,regular,20,30,3.0,0.0,0.05,,0.4,27
89,watts,14,14,2.0,0.378,0.0,-0.037,0.5,14
90,gnm,16,93,11.625,1.2183,0.7547,-0.1393,0.1875,57
91,regular,6,6,2.0,0.0,0.0,,0.5,6
92,regular,8,16,4.0,0.0,0.5,,0.25,12
93,barabasi,12,20,3.3333,2.3921,0.7497,-0.4221,0.4167,15
94,gnm,18,107,11.8889,1.8526,0.6822,-0.2576,0.2222,70
95,gnm,12,29,4.8333,1.3437,0.3778,-0.1763,0.3333,22
96,watts,17,34,4.0,0.8402,0.2196,-0.1179,0.3529,28
97,barabasi,10,9,1.8,0.9798,0.0,-0.2727,0.6,9
98,watts,7,14,4.0,0.9258,0.719,-0.1966,0.2857,10
99,gnm,13,29,4.4615,1.9061,0.4447,-0.4078,0.3846,21
100,watts,20,40,4.0,0.6325,0.3283,-0.1538,0.3,31
101,gnm,19,90,9.4737,1.7582,0.5577,-0.1775,0.2105,59
102,gnm,11,18,3.2727,1.3545,0.3606,-0.3962,0.3636,15
103,barabasi,10,9,1.8,1.4697,0.0,-0.5,0.6,9
104,regular,8,16,4.0,0.0,0.4375,,0.25,12
105,gnm,8,12,3.0,1.118,0.4458,-0.0839,0.375,9
106,barabasi,8,7,1.75,1.0897,0.0,-0.5867,0.625,7
107,gnm,14,68,9.7143,1.3325,0.7278,-0.1164,0.2143,44
108,gnm,8,24,6.0,0.7071,0.8357,-0.1831,0.25,16
109,watts,12,24,4.0,0.7071,0.3722,-0.3763,0.3333,18
110,barabasi,18,45,5.0,2.1602,0.3832,-0.2232,0.3889,34
111,regular,17,34,4.0,0.0,0.1765,,0.2941,28
112,gnm,14,51,7.2857,1.4846,0.56,-0.2701,0.2143,35
113,gnm,19,52,5.4737,1.666,0.2679,0.0825,0.2632,38
114,watts,15,30,4.0,0.3651,0.4756,-0.0084,0.3333,23
115,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.5,5
116,watts,19,19,2.0,0.7947,0.0,0.0104,0.4737,19
117,gnm,19,167,17.5789,0.674,0.9774,-0.1263,0.1053,90
118,watts,18,36,4.0,0.7454,0.213,0.1194,0.3333,29
119,watts,17,17,2.0,0.8402,0.098,-0.1644,0.4706,16
120,regular,13,26,4.0,0.0,0.2692,,0.3077,20
121,regular,12,18,3.0,0.0,0.25,,0.3333,15
122,gnm,15,38,5.0667,1.2893,0.3371,-0.2789,0.4,28
123,barabasi,8,7,1.75,1.9843,0.0,-1.0,0.875,7
124,barabasi,8,7,1.75,1.0897,0.0,-0.5867,0.625,7
125,barabasi,9,8,1.7778,1.2273,0.0,-0.5748,0.5556,8
126,barabasi,13,22,3.3846,2.2027,0.641,-0.3571,0.4615,17
127,barabasi,12,11,1.8333,1.9508,0.0,-0.7014,0.75,11
128,barabasi,9,8,1.7778,1.0304,0.0,-0.3793,0.5556,8
129,watts,20,40,4.0,1.3038,0.2148,-0.1298,0.3,34
130,barabasi,10,9,1.8,1.4,0.0,-0.6364,0.5,9
131,regular,20,30,3.0,0.0,0.1,,0.35,26
132,barabasi,7,6,1.7143,0.6999,0.0,-0.6667,0.5714,6
133,gnm,17,40,4.7059,1.9331,0.2938,-0.2133,0.2941,30
134,watts,16,32,4.0,1.118,0.2274,-0.0602,0.4375,26
135,watts,15,15,2.0,0.8165,0.0,0.0294,0.4667,15
136,watts,7,14,4.0,0.7559,0.5762,-0.037,0.2857,10
137,gnm,20,155,15.5,1.4663,0.8117,-0.0519,0.15,92
138,barabasi,14,24,3.4286,2.0253,0.3439,-0.5878,0.5,20
139,regular,17,34,4.0,0.0,0.2059,,0.2941,26
140,watts,9,18,4.0,0.6667,0.3111,-0.1571,0.3333,15
141,gnm,15,29,3.8667,1.8927,0.2111,-0.2136,0.4,23
142,gnm,14,57,8.1429,0.9147,0.5842,0.0343,0.2143,40
143,watts,12,24,4.0,0.8165,0.3611,-0.0364,0.3333,18
144,watts,17,17,2.0,0.686,0.0,-0.0936,0.5294,17
145,regular,19,19,2.0,0.0,0.0,,0.4211,18
146,watts,7,7,2.0,0.9258,0.3095,-0.1667,0.4286,6
147,regular,12,24,4.0,0.0,0.2083,,0.3333,20
148,watts,16,16,2.0,0.7071,0.0,-0.1429,0.5625,16
149,watts,17,17,2.0,0.5941,0.0,0.086,0.4706,16
150,barabasi,10,9,1.8,1.4697,0.0,-0.5952,0.6,9
151,barabasi,14,24,3.4286,2.0253,0.3825,-0.3139,0.4286,20
152,watts,7,7,2.0,0.7559,0.2381,0.125,0.4286,6
153,gnm,13,36,5.5385,1.4995,0.4626,-0.1378,0.3077,26
154,gnm,20,141,14.1,1.7,0.7448,-0.1038,0.15,85
155,barabasi,20,19,1.9,1.8682,0.0,-0.5069,0.6,19
156,regular,18,27,3.0,0.0,0.0556,,0.3889,23
157,barabasi,7,6,1.7143,1.1606,0.0,-0.7143,0.7143,6
158,watts,6,12,4.0,1.0,0.9,-0.4545,0.3333,8
159,regular,16,24,3.0,0.0,0.125,,0.375,20
160,barabasi,20,36,3.6,2.1541,0.0905,-0.3023,0.55,32
161,barabasi,6,5,1.6667,0.4714,0.0,-0.25,0.5,5
162,watts,19,38,4.0,0.7255,0.2982,0.1048,0.3158,29
163,gnm,20,169,16.9,1.7,0.8994,-0.1471,0.15,97
164,regular,10,20,4.0,0.0,0.3,,0.3,16
165,watts,7,14,4.0,0.0,0.5,,0.2857,10
166,gnm,6,7,2.3333,1.1055,0.4167,-0.6042,0.5,6
167,regular,8,16,4.0,0.0,0.375,,0.375,12
168,gnm,8,26,6.5,0.7071,0.9405,-0.322,0.25,16
169,gnm,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5
170,regular,15,30,4.0,0.0,0.1667,,0.3333,26
171,barabasi,9,8,1.7778,1.2273,0.0,-0.6914,0.6667,8
172,gnm,9,26,5.7778,1.8122,0.8836,-0.2305,0.3333,17
173,regular,20,20,2.0,0.0,0.0,,0.45,20
174,watts,18,36,4.0,0.4714,0.4593,-0.1408,0.2778,27
175,gnm,12,17,2.8333,1.5723,0.2611,-0.2203,0.5,15
176,watts,16,32,4.0,1.0607,0.3271,-0.1517,0.375,25
177,regular,8,16,4.0,0.0,0.375,,0.375,12
178,gnm,8,12,3.0,0.866,0.3333,-0.2121,0.375,10
179,watts,16,32,4.0,0.7071,0.3312,0.0323,0.3125,25
180,gnm,6,11,3.6667,0.7454,0.5833,-0.1,0.3333,8
181,gnm,6,13,4.3333,0.7454,0.9,-0.4444,0.3333,9
182,barabasi,16,15,1.875,1.6536,0.0,-0.7162,0.75,15
183,regular,7,7,2.0,0.0,0.0,,0.4286,6
184,watts,20,20,2.0,0.5477,0.0,-0.0811,0.45,19
185,gnm,12,24,4.0,1.472,0.2964,-0.2011,0.4167,20
186,barabasi,14,13,1.8571,1.2454,0.0,-0.5566,0.5,13
187,watts,14,14,2.0,0.5345,0.1667,-0.3462,0.4286,13
188,gnm,8,16,4.0,0.866,0.5083,-0.316,0.375,12
189,barabasi,16,39,4.875,1.9645,0.2864,-0.261,0.375,31
190,gnm,7,20,5.7143,0.4518,0.9524,-0.3333,0.2857,12
191,barabasi,20,19,1.9,1.2207,0.0,-0.3122,0.55,19
192,barabasi,15,26,3.4667,2.2764,0.3407,-0.5404,0.4667,21
193,watts,12,24,4.0,0.7071,0.4583,-0.1624,0.3333,18
194,gnm,18,146,16.2222,0.7857,0.9537,-0.1009,0.1111,81
195,barabasi,15,26,3.4667,1.9956,0.401,-0.3316,0.5333,20
196,barabasi,10,9,1.8,1.4,0.0,-0.6364,0.6,9
197,gnm,13,26,4.0,1.1767,0.1564,-0.0467,0.3846,21
198,barabasi,14,24,3.4286,2.4117,0.7831,-0.4612,0.4286,18
199,watts,16,32,4.0,1.0,0.2958,-0.1333,0.375,25
200,gnm,10,37,7.4,1.1136,0.8271,-0.2794,0.3,24
201,gnm,14,46,6.5714,2.1285,0.5314,-0.2033,0.3571,33
202,watts,15,15,2.0,0.3651,0.0,-0.0345,0.4667,15
203,watts,17,34,4.0,1.2367,0.2529,-0.4034,0.5294,28
204,watts,13,26,4.0,1.1767,0.2051,-0.1426,0.3846,21
205,watts,10,20,4.0,0.8944,0.3133,-0.25,0.4,16
206,regular,18,18,2.0,0.0,0.0,,0.4444,18
207,watts,10,10,2.0,0.4472,0.0,-0.0526,0.5,10
208,gnm,10,35,7.0,1.0,0.7625,-0.2337,0.2,23
209,barabasi,6,5,1.6667,1.4907,0.0,-1.0,0.8333,5
210,regular,16,24,3.0,0.0,0.0625,,0.375,22
211,gnm,16,40,5.0,2.2913,0.3424,-0.2182,0.3125,31
212,gnm,16,68,8.5,1.7321,0.552,-0.1575,0.25,47
213,regular,13,13,2.0,0.0,0.0,,0.4615,12
214,regular,12,18,3.0,0.0,0.0,,0.5,18
215,watts,17,17,2.0,0.686,0.0,0.0058,0.5294,17
216,watts,17,17,2.0,0.5941,0.0,0.086,0.4706,17
217,regular,12,24,4.0,0.0,0.1667,,0.3333,20
218,watts,20,20,2.0,0.7746,0.0833,-0.2745,0.45,19
219,gnm,15,59,7.8667,1.8209,0.6042,-0.1078,0.2,39
220,barabasi,18,17,1.8889,1.4487,0.0,-0.2903,0.6111,17
221,barabasi,13,22,3.3846,1.9822,0.4821,-0.3793,0.5385,18
222,gnm,10,17,3.4,1.3565,0.3067,-0.3949,0.5,13
223,gnm,20,127,12.7,2.3043,0.6834,-0.1025,0.2,79
224,barabasi,8,7,1.75,0.8292,0.0,-0.2353,0.5,7
225,barabasi,16,15,1.875,1.9645,0.0,-0.5035,0.625,15
226,gnm,10,39,7.8,0.7483,0.8524,-0.1628,0.2,25
227,watts,18,36,4.0,1.0,0.2333,-0.3333,0.3889,29
228,watts,6,6,2.0,0.5774,0.0,-0.6364,0.5,5
229,regular,11,22,4.0,0.0,0.2727,,0.2727,16
230,watts,13,26,4.0,1.0377,0.4513,-0.1678,0.3077,20
231,barabasi,13,22,3.3846,1.2733,0.1667,-0.3216,0.4615,18
232,gnm,14,79,11.2857,1.0302,0.8617,-0.1465,0.2143,48
233,watts,11,11,2.0,0.7385,0.197,-0.3444,0.5455,10
234,gnm,7,11,3.1429,0.833,0.3571,-0.2222,0.4286,9
235,watts,19,38,4.0,0.8584,0.3912,-0.0857,0.3158,29
236,barabasi,11,10,1.8182,1.1923,0.0,-0.4368,0.6364,10
237,gnm,9,25,5.5556,1.0657,0.6598,-0.2425,0.2222,18
238,barabasi,16,28,3.5,2.0,0.1267,-0.5761,0.5,24
239,watts,8,16,4.0,1.0,0.4625,-0.2222,0.375,12
240,watts,8,16,4.0,1.0,0.4875,-0.3889,0.5,13
241,watts,18,36,4.0,1.1055,0.337,-0.2833,0.3889,28
242,barabasi,16,39,4.875,2.4969,0.4539,-0.2892,0.375,30
243,barabasi,17,42,4.9412,2.4125,0.3738,-0.184,0.3529,33
244,watts,7,14,4.0,0.7559,0.5762,-0.037,0.2857,10
245,regular,14,21,3.0,0.0,0.2143,,0.3571,18
246,gnm,20,187,18.7,0.7141,0.986,-0.1282,0.1,100
247,regular,10,20,4.0,0.0,0.25,,0.4,16
248,watts,17,17,2.0,0.4851,0.0,-0.0625,0.5294,17
249,watts,6,12,4.0,0.5774,0.7278,-0.2766,0.3333,9
250,regular,20,30,3.0,0.0,0.1,,0.35,27
251,gnm,20,89,8.9,1.9723,0.462,-0.0403,0.25,61
252,watts,17,17,2.0,0.767,0.098,-0.2897,0.5294,16
253,barabasi,18,45,5.0,2.582,0.4264,-0.3005,0.3889,34
254,regular,11,11,2.0,0.0,0.0,,0.4545,10
255,regular,7,14,4.0,0.0,0.5,,0.2857,10
256,watts,16,32,4.0,1.0,0.2479,0.1,0.375,25
257,barabasi,17,42,4.9412,2.8997,0.4676,-0.4106,0.4118,33
258,regular,6,6,2.0,0.0,0.0,,0.5,6
259,gnm,15,92,12.2667,0.9286,0.867,-0.1457,0.1333,56
260,regular,6,9,3.0,0.0,0.3333,,0.3333,7
261,watts,16,16,2.0,0.7071,0.0,-0.4286,0.5,16
262,watts,19,38,4.0,0.6489,0.2368,-0.0765,0.3158,30
263,watts,18,18,2.0,0.5774,0.1296,-0.4545,0.4444,17
264,watts,10,20,4.0,0.8944,0.2967,-0.044,0.3,16
265,watts,10,20,4.0,0.7746,0.46,-0.2121,0.4,15
266,watts,7,7,2.0,0.7559,0.0,-0.4583,0.4286,7
267,watts,18,36,4.0,0.8819,0.2704,-0.1134,0.3333,28
268,watts,12,12,2.0,0.0,0.0,,0.5,12
269,regular,20,40,4.0,0.0,0.175,,0.3,32
270,gnm,14,43,6.1429,2.0653,0.5767,-0.1666,0.2857,30
271,gnm,19,94,9.8947,1.9438,0.5669,-0.1342,0.2105,63
272,gnm,8,14,3.5,1.0,0.5917,-0.3208,0.375,11
273,barabasi,7,6,1.7143,1.0302,0.0,-0.7143,0.5714,6
274,gnm,14,36,5.1429,1.4569,0.4741,-0.0439,0.2857,27
275,watts,20,40,4.0,0.8944,0.1683,-0.1513,0.4,34
276,regular,19,38,4.0,0.0,0.1579,,0.3684,32
277,watts,13,26,4.0,1.3009,0.2744,-0.0674,0.3846,21
278,gnm,11,35,6.3636,1.7201,0.668,-0.2862,0.2727,24
279,watts,20,20,2.0,1.0,0.0,-0.2963,0.6,20
280,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5
281,barabasi,9,8,1.7778,0.9162,0.0,-0.3846,0.5556,8
282,gnm,8,14,3.5,1.3229,0.3417,-0.2667,0.375,12
283,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.6667,5
284,barabasi,14,24,3.4286,1.7202,0.2891,-0.3265,0.4286,19
285,watts,17,17,2.0,0.686,0.0,-0.275,0.5294,17
286,watts,20,40,4.0,1.0,0.2067,-0.2267,0.35,32
287,barabasi,19,48,5.0526,2.2821,0.4019,-0.3177,0.3684,36
288,gnm,8,18,4.5,1.3229,0.7667,-0.3171,0.25,12
289,barabasi,7,6,1.7143,0.8806,0.0,-0.4483,0.5714,6
290,regular,10,20,4.0,0.0,0.25,,0.3,16
291,barabasi,20,19,1.9,1.9723,0.0,-0.6547,0.75,19
292,regular,20,40,4.0,0.0,0.1,,0.35,32
293,gnm,14,89,12.7143,0.4518,0.9774,-0.141,0.1429,49
294,watts,9,18,4.0,0.6667,0.4667,-0.2857,0.3333,14
295,gnm,18,103,11.4444,1.8922,0.6784,-0.1337,0.2222,65
296,gnm,17,123,14.4706,1.091,0.9053,-0.1353,0.1176,71
297,gnm,12,64,10.6667,0.4714,0.9684,-0.1636,0.1667,36
298,barabasi,13,12,1.8462,1.2308,0.0,-0.3605,0.4615,12
299,gnm,8,13,3.25,1.0897,0.3958,0.5048,0.375,11
300,watts,7,7,2.0,0.0,0.0,,0.4286,6
301,barabasi,12,20,3.3333,2.0548,0.4365,-0.4767,0.5,16
302,gnm,9,17,3.7778,1.2273,0.4852,-0.4356,0.4444,13
303,barabasi,6,5,1.6667,0.7454,0.0,-0.6667,0.5,5
304,watts,18,18,2.0,0.0,0.0,,0.5,18
305,gnm,7,19,5.4286,0.7284,0.9238,-0.3735,0.2857,12
306,gnm,18,37,4.1111,1.9405,0.2906,-0.1479,0.3333,30
307,watts,16,16,2.0,0.7071,0.0,-0.1429,0.5,16
308,watts,9,18,4.0,0.4714,0.4333,-0.2676,0.3333,13
309,regular,10,15,3.0,0.0,0.4,,0.3,12
310,gnm,12,60,10.0,0.8165,0.9002,-0.1829,0.25,36
311,regular,12,18,3.0,0.0,0.0833,,0.4167,16
312,gnm,20,80,8.0,1.8974,0.4403,0.0349,0.25,55
313,gnm,18,60,6.6667,1.5635,0.3974,-0.0407,0.2222,43
314,gnm,17,88,10.3529,1.6783,0.6469,-0.1193,0.1765,57
315,watts,9,9,2.0,0.6667,0.0,-0.4063,0.4444,9
316,regular,7,7,2.0,0.0,0.0,,0.4286,6
317,barabasi,11,10,1.8182,1.1923,0.0,-0.4368,0.5455,10
318,gnm,16,84,10.5,1.9365,0.7155,-0.1143,0.1875,53
319,watts,18,18,2.0,0.5774,0.0,-0.4545,0.5,18
320,regular,7,7,2.0,0.0,0.0,,0.4286,6
321,gnm,9,29,6.4444,0.9558,0.7847,-0.2485,0.3333,19
322,watts,16,16,2.0,0.5,0.1458,-0.0667,0.5,15
323,regular,7,7,2.0,0.0,0.0,,0.4286,6
324,gnm,19,102,10.7368,2.4245,0.6095,-0.1032,0.2105,66
325,watts,14,14,2.0,1.069,0.0,-0.1951,0.5,14
326,gnm,14,61,8.7143,1.79,0.6912,-0.1563,0.2143,41
327,watts,10,10,2.0,0.6325,0.0,-0.3889,0.5,9
328,barabasi,10,9,1.8,1.6613,0.0,-0.7727,0.8,9
329,watts,6,6,2.0,0.5774,0.0,-0.0909,0.5,6
330,barabasi,18,32,3.5556,1.5713,0.2915,-0.2647,0.4444,27
331,watts,8,16,4.0,1.0,0.475,-0.1111,0.375,13
332,watts,13,26,4.0,0.8771,0.3256,-0.1798,0.3077,20
333,regular,16,16,2.0,0.0,0.0,,0.4375,16
334,watts,19,38,4.0,1.1698,0.2526,-0.266,0.3158,30
335,watts,11,11,2.0,0.4264,0.2121,-0.0476,0.4545,10
336,gnm,11,40,7.2727,1.4827,0.7543,-0.1179,0.2727,26
337,barabasi,8,7,1.75,0.8292,0.0,-0.2353,0.5,7
338,gnm,9,27,6.0,1.1547,0.7437,-0.3269,0.3333,19
339,regular,19,38,4.0,0.0,0.1842,,0.3158,32
340,gnm,9,17,3.7778,0.7857,0.3296,-0.2593,0.3333,13
341,watts,19,38,4.0,0.9177,0.3211,0.0764,0.3684,30
342,watts,12,12,2.0,0.8165,0.0,-0.35,0.5,12
343,regular,14,28,4.0,0.0,0.1786,,0.4286,24
344,gnm,12,53,8.8333,0.986,0.795,-0.1439,0.1667,33
345,regular,16,32,4.0,0.0,0.1562,,0.375,26
346,watts,12,12,2.0,0.7071,0.1389,0.0476,0.5,11
347,barabasi,20,64,6.4,2.3108,0.3331,-0.2613,0.4,48
348,watts,11,11,2.0,0.7385,0.0,-0.3509,0.5455,11
349,barabasi,14,13,1.8571,1.1249,0.0,-0.404,0.5714,13
350,watts,15,30,4.0,1.2649,0.3254,-0.2568,0.4,24
351,barabasi,8,7,1.75,0.9682,0.0,-0.4848,0.625,7
352,barabasi,11,10,1.8182,1.1923,0.0,-0.4368,0.5455,10
353,barabasi,7,6,1.7143,1.3851,0.0,-0.776,0.7143,6
354,watts,10,10,2.0,0.6325,0.0,-0.1111,0.5,10
355,gnm,16,35,4.375,2.4206,0.2509,-0.2836,0.375,27
356,barabasi,19,18,1.8947,1.5181,0.0,-0.3074,0.6842,18
357,regular,9,9,2.0,0.0,0.0,,0.4444,8
358,gnm,13,42,6.4615,1.2779,0.5084,-0.0571,0.2308,30
359,gnm,13,75,11.5385,0.4985,0.9587,-0.1364,0.1538,42
360,watts,15,15,2.0,0.5164,0.0,-0.0714,0.4,14
361,gnm,9,16,3.5556,0.8315,0.1704,-0.1,0.3333,14
362,barabasi,17,42,4.9412,2.1549,0.4131,-0.2963,0.3529,33
363,gnm,19,168,17.6842,0.5669,0.9828,-0.115,0.1053,90
364,barabasi,20,64,6.4,3.1369,0.4649,-0.3207,0.35,47
365,barabasi,7,6,1.7143,0.6999,0.0,-0.3333,0.5714,6
366,barabasi,20,19,1.9,1.3,0.0,-0.2572,0.55,19
367,gnm,12,55,9.1667,1.4625,0.8419,-0.0827,0.1667,35
368,barabasi,7,6,1.7143,0.6999,0.0,-0.3333,0.4286,6
369,gnm,8,24,6.0,0.7071,0.8357,-0.1831,0.25,16
370,watts,14,28,4.0,1.1952,0.267,0.0314,0.3571,22
371,regular,7,7,2.0,0.0,0.0,,0.4286,6
372,gnm,6,11,3.6667,1.2472,0.7667,-0.4474,0.3333,7
373,gnm,12,23,3.8333,1.4044,0.4278,-0.3586,0.3333,18
374,gnm,16,55,6.875,2.0578,0.4774,-0.2387,0.25,38
375,regular,8,12,3.0,0.0,0.25,,0.375,10
376,barabasi,15,14,1.8667,1.4996,0.0,-0.4039,0.6,14
377,gnm,8,25,6.25,0.433,0.8643,-0.1905,0.25,16
378,regular,8,12,3.0,0.0,0.25,,0.375,10
379,barabasi,17,30,3.5294,1.8188,0.1699,-0.3043,0.4706,26
380,gnm,16,49,6.125,1.6154,0.3991,-0.1683,0.3125,36
381,gnm,10,10,2.0,0.7746,0.1667,-0.1765,0.4,9
382,regular,7,7,2.0,0.0,0.0,,0.4286,6
383,watts,10,10,2.0,0.8944,0.0,0.0426,0.5,10
384,watts,11,22,4.0,0.8528,0.3818,-0.1131,0.3636,18
385,gnm,11,18,3.2727,0.8624,0.0606,-0.3333,0.4545,16
386,barabasi,7,6,1.7143,1.3851,0.0,-0.776,0.7143,6
387,gnm,20,46,4.6,1.6553,0.2349,0.0697,0.4,35
388,regular,9,9,2.0,0.0,0.0,,0.4444,8
389,gnm,7,19,5.4286,0.4949,0.8857,-0.2667,0.2857,12
390,regular,10,15,3.0,0.0,0.0,,0.4,13
391,regular,12,18,3.0,0.0,0.3333,,0.3333,14
392,watts,13,13,2.0,0.6794,0.1795,-0.1304,0.4615,12
393,regular,18,36,4.0,0.0,0.1667,,0.3333,28
394,gnm,11,45,8.1818,1.1134,0.813,-0.1923,0.2727,28
395,gnm,15,82,10.9333,1.2365,0.7591,-0.107,0.2,52
396,watts,6,12,4.0,0.5774,0.7278,-0.2766,0.3333,9
397,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5
398,gnm,17,68,8.0,2.4254,0.4669,-0.0771,0.2941,49
399,watts,17,17,2.0,0.9701,0.0,-0.2065,0.5294,16
400,barabasi,15,14,1.8667,1.3098,0.0,-0.659,0.6,14
401,barabasi,16,15,1.875,1.6154,0.0,-0.6768,0.625,15
402,watts,15,15,2.0,1.2111,0.14,-0.3825,0.5333,14
403,barabasi,13,22,3.3846,2.3383,0.62,-0.491,0.4615,17
404,watts,7,14,4.0,0.5345,0.5381,-0.0182,0.2857,10
405,barabasi,20,36,3.6,2.5768,0.4326,-0.3387,0.45,29
406,watts,17,17,2.0,0.686,0.0,0.0058,0.4706,17
407,watts,17,17,2.0,0.767,0.0,-0.5241,0.5294,17
408,barabasi,16,39,4.875,2.2044,0.4633,-0.216,0.375,30
409,barabasi,11,10,1.8182,1.1923,0.0,-0.6092,0.5455,10
410,gnm,14,69,9.8571,1.3553,0.761,-0.2183,0.2143,44
411,watts,13,26,4.0,0.6794,0.3846,-0.1155,0.3077,20
412,barabasi,15,14,1.8667,1.6275,0.0,-0.5091,0.6667,14
413,barabasi,12,11,1.8333,1.3437,0.0,-0.5365,0.5833,11
414,gnm,16,83,10.375,1.5762,0.6823,-0.0018,0.1875,52
415,barabasi,15,14,1.8667,1.3098,0.0,-0.3971,0.5333,14
416,regular,10,10,2.0,0.0,0.0,,0.5,10
417,regular,17,34,4.0,0.0,0.2059,,0.3529,26
418,regular,9,18,4.0,0.0,0.3889,,0.3333,14
419,barabasi,8,7,1.75,1.3919,0.0,-0.7386,0.75,7
420,watts,10,20,4.0,1.0,0.4367,-0.1733,0.4,16
421,watts,20,40,4.0,1.0,0.235,-0.12,0.3,31
422,watts,14,28,4.0,1.1339,0.3014,0.0467,0.2857,22
423,barabasi,6,5,1.6667,0.7454,0.0,-0.3333,0.5,5
424,watts,20,20,2.0,0.8367,0.0,0.1065,0.5,19
425,watts,6,6,2.0,1.1547,0.25,-0.68,0.6667,5
426,barabasi,15,14,1.8667,1.4996,0.0,-0.4255,0.6667,14
427,regular,20,40,4.0,0.0,0.175,,0.35,32
428,regular,10,15,3.0,0.0,0.0,,0.5,15
429,barabasi,13,22,3.3846,1.3889,0.3608,-0.303,0.3846,18
430,regular,11,11,2.0,0.0,0.0,,0.4545,10
431,regular,19,38,4.0,0.0,0.0789,,0.3158,30
432,regular,18,36,4.0,0.0,0.0556,,0.3333,30
433,regular,17,34,4.0,0.0,0.1176,,0.3529,26
434,gnm,17,73,8.5882,1.7842,0.5362,-0.0601,0.2353,49
435,watts,12,12,2.0,0.7071,0.0,-0.1429,0.5,12
436,barabasi,10,9,1.8,0.8718,0.0,-0.2558,0.5,9
437,watts,12,12,2.0,0.5774,0.1389,0.1818,0.5,11
438,gnm,14,41,5.8571,1.7261,0.4416,-0.2102,0.2857,29
439,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.5,5
440,gnm,17,116,13.6471,0.836,0.8393,-0.0928,0.1765,70
441,watts,8,16,4.0,0.5,0.5625,-0.0159,0.25,12
442,barabasi,11,10,1.8182,1.5266,0.0,-0.6531,0.7273,10
443,gnm,10,43,8.6,0.6633,0.9611,-0.2524,0.2,25
444,barabasi,6,5,1.6667,0.7454,0.0,-0.3333,0.5,5
445,regular,15,30,4.0,0.0,0.2,,0.3333,24
446,gnm,17,48,5.6471,1.7803,0.3095,-0.1616,0.2941,36
447,gnm,19,119,12.5263,1.8171,0.7112,-0.1398,0.1579,73
448,watts,7,14,4.0,0.5345,0.5381,-0.0182,0.2857,10
449,watts,12,24,4.0,0.7071,0.3889,-0.2043,0.3333,20
450,regular,16,24,3.0,0.0,0.0625,,0.4375,22
451,gnm,20,189,18.9,0.3,0.9947,-0.1053,0.1,100
452,gnm,13,18,2.7692,1.12,0.059,-0.1934,0.4615,17
453,gnm,16,117,14.625,0.5995,0.9754,-0.1354,0.125,64
454,barabasi,10,9,1.8,1.1662,0.0,-0.4178,0.5,9
455,barabasi,8,7,1.75,1.6394,0.0,-0.8007,0.75,7
456,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.5,5
457,barabasi,17,16,1.8824,2.0258,0.0,-0.542,0.6471,16
458,regular,16,32,4.0,0.0,0.0938,,0.375,26
459,barabasi,20,36,3.6,2.3324,0.3126,-0.234,0.45,29
460,watts,9,18,4.0,0.9428,0.4519,-0.2699,0.3333,14
461,regular,9,9,2.0,0.0,0.0,,0.4444,8
462,regular,14,28,4.0,0.0,0.1071,,0.3571,22
463,gnm,10,20,4.0,1.0954,0.39,-0.3964,0.3,15
464,gnm,10,27,5.4,1.1136,0.5929,-0.2288,0.3,19
