graph_id,model,n,m,deg_mean,deg_std,clust_mean,assortativity,mis,exact_maxcut
465,gnm,9,10,2.2222,1.0304,0.2963,-0.4286,0.5556,9
466,regular,18,18,2.0,0.0,0.0,,0.4444,18
467,watts,11,22,4.0,0.4264,0.4667,-0.0115,0.2727,16
468,regular,10,15,3.0,0.0,0.3,,0.4,13
469,barabasi,12,20,3.3333,2.357,0.5731,-0.5026,0.5,16
470,barabasi,14,13,1.8571,1.4569,0.0,-0.4082,0.5714,13
471,watts,9,18,4.0,1.0541,0.4667,-0.3419,0.3333,14
472,barabasi,10,9,1.8,1.5362,0.0,-0.5995,0.6,9
473,watts,9,9,2.0,1.2472,0.1593,-0.4595,0.6667,8
474,regular,7,7,2.0,0.0,0.0,,0.4286,6
475,gnm,18,71,7.8889,1.8224,0.4727,-0.0978,0.2778,48
476,gnm,15,54,7.2,1.833,0.5493,-0.2237,0.3333,37
477,gnm,11,49,8.9091,0.668,0.8776,-0.1406,0.1818,30
478,regular,20,40,4.0,0.0,0.125,,0.3,32
479,watts,8,8,2.0,0.866,0.0,-0.3968,0.625,8
480,barabasi,10,9,1.8,1.4,0.0,-0.5992,0.7,9
481,watts,6,12,4.0,1.0,0.9,-0.4545,0.3333,8
482,watts,11,11,2.0,0.4264,0.0,-0.0476,0.5455,11
483,watts,19,19,2.0,0.562,0.0,-0.0857,0.5263,19
484,barabasi,10,9,1.8,1.3266,0.0,-0.6981,0.6,9
485,gnm,17,115,13.5294,1.719,0.8616,-0.0902,0.1765,67
486,gnm,14,43,6.1429,1.767,0.5202,-0.1091,0.2857,32
487,gnm,10,27,5.4,0.9165,0.5014,-0.0946,0.3,20
488,barabasi,10,9,1.8,1.249,0.0,-0.5217,0.6,9
489,watts,15,30,4.0,0.6325,0.3933,-0.1966,0.4,23
490,gnm,6,10,3.3333,1.2472,0.8333,-0.6667,0.5,8
491,watts,17,34,4.0,1.1376,0.2672,-0.1197,0.4118,27
492,barabasi,7,6,1.7143,1.0302,0.0,-0.5,0.5714,6
493,regular,13,26,4.0,0.0,0.3846,,0.3077,20
494,barabasi,6,5,1.6667,0.9428,0.0,-0.6667,0.5,5
495,watts,13,13,2.0,0.5547,0.0,-0.0833,0.5385,13
496,gnm,6,13,4.3333,0.7454,0.9,-0.4444,0.3333,9
497,gnm,12,16,2.6667,1.4907,0.1917,-0.4333,0.5833,13
498,barabasi,11,10,1.8182,1.4659,0.0,-0.4651,0.6364,10
499,watts,6,6,2.0,0.5774,0.0,-0.0909,0.5,6
500,barabasi,15,14,1.8667,1.6275,0.0,-0.4837,0.6667,14
501,gnm,19,160,16.8421,0.9326,0.9349,-0.0991,0.1053,90
502,regular,7,7,2.0,0.0,0.0,,0.4286,6
503,barabasi,7,6,1.7143,1.0302,0.0,-0.7143,0.5714,6
504,gnm,12,21,3.5,1.0408,0.2944,-0.2679,0.3333,17
505,watts,16,16,2.0,0.5,0.0,-0.0667,0.4375,15
506,barabasi,9,8,1.7778,1.8725,0.0,-0.8195,0.7778,8
507,barabasi,10,9,1.8,1.7776,0.0,-0.6758,0.7,9
508,watts,7,14,4.0,0.0,0.5,,0.2857,10
509,regular,18,18,2.0,0.0,0.0,,0.4444,18
510,barabasi,13,12,1.8462,1.6099,0.0,-0.5354,0.6154,12
511,barabasi,20,64,6.4,2.7641,0.4965,-0.1275,0.35,46
512,watts,17,17,2.0,0.686,0.0,0.15,0.4706,16
513,gnm,9,35,7.7778,0.4157,0.9722,-0.25,0.2222,20
514,regular,17,17,2.0,0.0,0.0,,0.4118,16
515,barabasi,14,24,3.4286,2.1285,0.5384,-0.5195,0.5714,19
516,barabasi,12,20,3.3333,1.7951,0.3093,-0.3492,0.5,16
517,regular,11,22,4.0,0.0,0.3636,,0.2727,16
518,barabasi,16,39,4.875,1.6536,0.2884,-0.0351,0.4375,32
519,barabasi,10,9,1.8,1.249,0.0,-0.5882,0.4,9
520,barabasi,14,13,1.8571,1.5972,0.0,-0.4341,0.5714,13
521,barabasi,15,26,3.4667,2.5263,0.5966,-0.4471,0.6,22
522,regular,10,15,3.0,0.0,0.2,,0.4,13
523,watts,11,11,2.0,0.0,0.0,,0.4545,10
524,regular,16,24,3.0,0.0,0.0625,,0.375,22
525,watts,9,18,4.0,1.1547,0.4593,-0.0,0.3333,14
526,gnm,14,65,9.2857,1.3325,0.706,-0.0691,0.2143,42
527,watts,6,12,4.0,0.5774,0.7278,-0.2766,0.3333,9
528,gnm,20,124,12.4,1.7146,0.6408,-0.0333,0.2,78
529,watts,20,40,4.0,0.7071,0.2733,0.1955,0.35,32
530,watts,11,11,2.0,0.7385,0.197,-0.1,0.4545,10
531,barabasi,9,8,1.7778,1.8725,0.0,-0.8195,0.7778,8
532,watts,6,12,4.0,0.8165,0.8444,-0.4348,0.3333,8
533,watts,18,18,2.0,0.3333,0.0,-0.0286,0.5,18
534,watts,9,9,2.0,0.9428,0.0,-0.3012,0.5556,9
535,regular,17,34,4.0,0.0,0.1471,,0.3529,28
536,watts,19,38,4.0,0.8584,0.293,0.0576,0.3158,30
537,gnm,7,11,3.1429,0.833,0.381,0.0833,0.4286,9
538,barabasi,13,12,1.8462,1.2308,0.0,-0.4118,0.6923,12
539,regular,15,30,4.0,0.0,0.2333,,0.3333,22
540,barabasi,19,48,5.0526,1.9594,0.2753,-0.2128,0.3684,36
541,barabasi,7,6,1.7143,0.6999,0.0,-0.3333,0.4286,6
542,regular,7,14,4.0,0.0,0.4286,,0.4286,12
543,gnm,18,55,6.1111,1.4866,0.3185,-0.0496,0.2778,41
544,watts,10,20,4.0,0.6325,0.5133,-0.1538,0.3,14
545,watts,13,13,2.0,0.6794,0.1667,-0.3241,0.4615,12
546,watts,8,16,4.0,1.0,0.5583,-0.2222,0.375,12
547,regular,12,18,3.0,0.0,0.1667,,0.3333,16
548,barabasi,9,8,1.7778,0.9162,0.0,-0.4737,0.4444,8
549,gnm,14,51,7.2857,1.5779,0.5372,-0.0458,0.2857,35
550,gnm,8,17,4.25,1.299,0.5542,-0.3262,0.5,13
551,barabasi,8,7,1.75,0.8292,0.0,-0.2353,0.5,7
552,barabasi,18,45,5.0,2.4267,0.2972,-0.3361,0.3889,37
553,watts,7,14,4.0,1.3093,0.8095,-0.4933,0.4286,10
554,barabasi,15,14,1.8667,1.9956,0.0,-0.5029,0.6,14
555,barabasi,12,11,1.8333,1.5723,0.0,-0.5867,0.5,11
556,barabasi,14,24,3.4286,1.178,0.2905,-0.2447,0.2857,19
557,watts,10,20,4.0,0.6325,0.44,-0.0256,0.3,15
558,regular,20,40,4.0,0.0,0.175,,0.35,32
559,barabasi,7,6,1.7143,1.1606,0.0,-0.7143,0.7143,6
560,regular,6,12,4.0,0.0,0.6667,,0.3333,8
561,watts,16,16,2.0,0.9354,0.1354,-0.1808,0.5,15
562,barabasi,16,39,4.875,1.9645,0.3328,-0.1648,0.3125,31
563,gnm,20,48,4.8,1.9391,0.2165,-0.1357,0.4,37
564,barabasi,10,9,1.8,1.4697,0.0,-0.5952,0.7,9
565,watts,8,8,2.0,0.7071,0.2083,-0.1429,0.5,7
566,watts,7,14,4.0,1.069,0.6048,-0.2651,0.4286,10
567,gnm,18,149,16.5556,0.5984,0.9736,-0.1098,0.1111,81
568,barabasi,18,45,5.0,2.1344,0.3319,-0.1333,0.2778,35
569,regular,7,14,4.0,0.0,0.5,,0.2857,10
570,barabasi,14,24,3.4286,1.6351,0.3912,-0.356,0.3571,19
571,gnm,19,166,17.4737,0.6781,0.9708,-0.1156,0.1053,90
572,regular,16,24,3.0,0.0,0.1875,,0.375,20
573,regular,12,18,3.0,0.0,0.0833,,0.4167,16
574,gnm,11,27,4.9091,1.4431,0.5359,-0.3556,0.3636,20
575,watts,7,7,2.0,0.9258,0.1429,-0.0606,0.5714,6
576,gnm,12,62,10.3333,0.7454,0.9405,-0.1923,0.1667,36
577,gnm,15,17,2.2667,1.2893,0.0556,-0.1818,0.4667,16
578,watts,13,26,4.0,0.8771,0.2718,0.2518,0.3077,20
579,watts,9,9,2.0,0.4714,0.2593,-0.0588,0.4444,8
580,barabasi,14,24,3.4286,1.9898,0.4027,-0.5338,0.5,20
581,watts,14,28,4.0,0.6547,0.3619,-0.2844,0.3571,22
582,regular,18,27,3.0,0.0,0.0556,,0.3889,23
583,watts,18,36,4.0,0.8165,0.1944,0.2,0.3333,30
584,barabasi,7,6,1.7143,0.8806,0.0,-0.4483,0.5714,6
585,barabasi,12,20,3.3333,1.6499,0.521,-0.1461,0.3333,15
586,barabasi,18,17,1.8889,1.4866,0.0,-0.4937,0.6111,17
587,watts,7,7,2.0,0.5345,0.0,-0.0769,0.5714,7
588,watts,8,8,2.0,0.0,0.0,,0.5,8
589,gnm,18,121,13.4444,1.3426,0.7807,-0.1388,0.1667,75
590,gnm,19,127,13.3684,2.0828,0.767,-0.1136,0.1579,76
591,gnm,17,114,13.4118,1.3745,0.8398,-0.0938,0.1176,68
592,barabasi,14,24,3.4286,2.4411,0.6186,-0.4983,0.4286,18
593,watts,6,12,4.0,1.0,0.9,-0.4545,0.3333,8
594,barabasi,7,6,1.7143,1.0302,0.0,-0.7143,0.7143,6
595,gnm,20,144,14.4,1.9849,0.761,-0.0553,0.2,88
596,gnm,9,28,6.2222,0.7857,0.7513,-0.2037,0.2222,19
597,gnm,15,68,9.0667,1.6918,0.6615,-0.2089,0.2667,43
598,barabasi,6,5,1.6667,1.1055,0.0,-0.7391,0.6667,5
599,barabasi,19,34,3.5789,2.1353,0.3336,-0.2896,0.4737,27
600,regular,6,12,4.0,0.0,0.6667,,0.3333,8
601,watts,15,30,4.0,0.6325,0.2689,-0.1111,0.3333,24
602,gnm,15,91,12.1333,0.8055,0.8522,-0.118,0.1333,55
603,barabasi,15,14,1.8667,1.4996,0.0,-0.3792,0.5333,14
604,regular,15,30,4.0,0.0,0.0333,,0.4,26
605,watts,20,20,2.0,0.5477,0.0,-0.2613,0.55,20
606,barabasi,18,32,3.5556,2.4088,0.339,-0.5105,0.5,26
607,barabasi,17,30,3.5294,1.9739,0.2451,-0.2935,0.4706,26
608,watts,9,18,4.0,0.8165,0.5889,-0.3043,0.3333,13
609,barabasi,8,7,1.75,0.9682,0.0,-0.4848,0.625,7
610,watts,7,7,2.0,0.5345,0.0,-0.0769,0.4286,6
611,gnm,14,20,2.8571,1.1867,0.0476,-0.2314,0.4286,19
612,gnm,18,55,6.1111,1.8526,0.3383,-0.0977,0.2778,41
613,barabasi,11,10,1.8182,1.8497,0.0,-0.7722,0.6364,10
614,gnm,13,70,10.7692,1.1867,0.9122,-0.2111,0.1538,41
615,gnm,17,100,11.7647,2.1012,0.7593,-0.1391,0.1765,62
616,regular,8,12,3.0,0.0,0.0,,0.375,10
617,regular,13,13,2.0,0.0,0.0,,0.4615,12
618,gnm,10,20,4.0,1.2649,0.54,-0.2893,0.4,14
619,watts,7,14,4.0,0.9258,0.5286,-0.1966,0.4286,11
620,barabasi,7,6,1.7143,1.3851,0.0,-0.776,0.7143,6
621,gnm,17,113,13.2941,1.7069,0.8476,-0.0955,0.1765,67
622,barabasi,12,20,3.3333,1.6997,0.6845,-0.3761,0.4167,16
623,barabasi,9,8,1.7778,1.8725,0.0,-0.8195,0.7778,8
624,gnm,8,11,2.75,1.299,0.2,-0.5439,0.5,10
625,barabasi,11,10,1.8182,1.1923,0.0,-0.7816,0.5455,10
626,regular,9,18,4.0,0.0,0.3889,,0.3333,14
627,gnm,10,18,3.6,1.3565,0.33,-0.2026,0.4,15
628,gnm,7,12,3.4286,1.178,0.4381,-0.3448,0.4286,10
629,regular,10,15,3.0,0.0,0.2,,0.4,13
630,watts,9,18,4.0,1.0541,0.4185,-0.1284,0.3333,13
631,watts,13,26,4.0,0.8771,0.2846,-0.3094,0.3077,21
632,barabasi,20,51,5.1,2.119,0.2343,-0.2869,0.35,42
633,regular,19,38,4.0,0.0,0.1842,,0.3684,32
634,barabasi,17,30,3.5294,2.1176,0.298,-0.2958,0.4118,25
635,watts,7,7,2.0,0.7559,0.0,-0.4583,0.5714,6
636,barabasi,13,12,1.8462,2.1066,0.0,-0.6256,0.6923,12
637,regular,14,21,3.0,0.0,0.4286,,0.3571,17
638,gnm,9,30,6.6667,0.4714,0.7926,-0.2698,0.2222,20
639,regular,18,36,4.0,0.0,0.1111,,0.3333,28
640,gnm,19,154,16.2105,1.1507,0.9001,-0.0899,0.1053,88
641,gnm,10,23,4.6,1.3565,0.5026,-0.1852,0.3,17
642,regular,10,15,3.0,0.0,0.3,,0.4,12
643,barabasi,20,36,3.6,2.4166,0.4038,-0.4105,0.5,31
644,watts,14,14,2.0,1.0,0.0,-0.5556,0.6429,13
645,watts,8,8,2.0,0.866,0.125,-0.0256,0.5,7
646,gnm,12,56,9.3333,1.1785,0.8624,-0.2058,0.1667,34
647,watts,16,16,2.0,0.6124,0.0,-0.1034,0.5625,16
648,regular,16,32,4.0,0.0,0.1562,,0.3125,26
649,regular,9,9,2.0,0.0,0.0,,0.4444,8
650,watts,20,20,2.0,0.3162,0.0,-0.0256,0.5,20
651,watts,12,12,2.0,0.8165,0.0,-0.3448,0.5,12
652,watts,17,17,2.0,0.8402,0.0,-0.4749,0.5294,16
653,watts,9,9,2.0,0.6667,0.0,-0.4063,0.4444,9
654,regular,16,32,4.0,0.0,0.125,,0.4375,28
655,barabasi,8,7,1.75,0.6614,0.0,0.0,0.5,7
656,gnm,17,60,7.0588,1.9242,0.4531,-0.2283,0.3529,42
657,gnm,8,11,2.75,1.299,0.4333,-0.2865,0.375,9
658,barabasi,12,11,1.8333,1.2802,0.0,-0.4194,0.6667,11
659,watts,18,36,4.0,0.6667,0.2722,-0.1571,0.3889,30
660,gnm,20,89,8.9,1.5133,0.4106,-0.0534,0.2,60
661,gnm,12,61,10.1667,0.7993,0.923,-0.1499,0.1667,36
662,regular,9,18,4.0,0.0,0.3889,,0.3333,14
663,regular,17,17,2.0,0.0,0.0,,0.4118,16
664,gnm,13,25,3.8462,1.7028,0.3154,-0.2917,0.4615,20
665,barabasi,8,7,1.75,0.8292,0.0,-0.2353,0.5,7
666,barabasi,9,8,1.7778,1.3147,0.0,-0.5556,0.5556,8
667,gnm,17,124,14.5882,1.2395,0.9176,-0.1348,0.1176,71
668,watts,18,18,2.0,0.6667,0.0,0.0156,0.4444,18
669,barabasi,9,8,1.7778,0.9162,0.0,-0.3846,0.6667,8
670,regular,6,9,3.0,0.0,0.3333,,0.3333,7
671,gnm,19,79,8.3158,1.8368,0.426,-0.1553,0.2632,55
672,barabasi,15,14,1.8667,1.5861,0.0,-0.3987,0.5333,14
673,gnm,7,17,4.8571,0.833,0.819,-0.3333,0.2857,11
674,regular,12,12,2.0,0.0,0.0,,0.4167,12
675,gnm,18,132,14.6667,1.5986,0.8695,-0.1198,0.1667,79
676,watts,9,9,2.0,1.0541,0.1667,-0.2717,0.5556,8
677,gnm,10,31,6.2,1.3266,0.704,-0.2022,0.3,21
678,watts,17,17,2.0,0.767,0.0,-0.2897,0.5294,17
