n,deg_mean_r,clust_mean_r,mis_r,count,gamma1_std,gamma2_std,beta1_std,beta2_std,gamma1_mean,gamma2_mean,beta1_mean,beta2_mean,approx_mean,models
9,1.778,0.0,0.778,4,5.212731657035693e-05,0.00018650536060381572,0.00038112087451402314,7.927805875460973e-05,1.3530544879001507,2.3136900776848934,1.1673056436913791,1.2467681962002082,0.7870766641495734,['barabasi']
9,2.0,0.0,0.444,6,1.043574555285009,0.41609048464089304,0.801368167251435,0.17635409124128368,1.5569958360877851,2.1368751091912066,1.902440010281189,2.196092895182,0.8918824270908575,"['watts', 'regular']"
9,2.0,0.0,0.556,1,0.0,0.0,0.0,0.0,2.762974229948021,1.5983457523684563,0.40445630590553916,1.5328463540848447,0.7289345121780381,['watts']
9,2.0,0.159,0.667,1,0.0,0.0,0.0,0.0,1.875132995983448,2.9500984867655378,1.116227151555007,2.455628944718811,0.6587074148524721,['watts']
9,2.0,0.167,0.556,1,0.0,0.0,0.0,0.0,2.7820253091816127,3.141592653589793,1.3161088496500892,2.193804971191056,0.7892440972000045,['watts']
9,2.0,0.185,0.444,1,0.0,0.0,0.0,0.0,0.5737324272619257,2.879699851440553,1.9185013034251748,0.8838652558975512,0.8721025472410093,['watts']
9,2.0,0.259,0.444,1,0.0,0.0,0.0,0.0,1.7173737867010075,1.8724610876373715,1.2555302429555557,2.846826763645163,0.8138268350249547,['watts']
9,2.222,0.296,0.556,1,0.0,0.0,0.0,0.0,2.858195998907437,2.6153490120296286,1.981363093985896,1.8142261469950638,0.8349496792056547,['gnm']
9,3.556,0.17,0.333,1,0.0,0.0,0.0,0.0,1.546142539852489,1.8354088469119554,0.706699397338681,1.206972899680104,0.7452141025332172,['gnm']
9,3.778,0.33,0.333,1,0.0,0.0,0.0,0.0,1.091637942907386,1.7919432462180054,3.050467206190041,1.9600014572951485,0.8352395204229529,['gnm']
9,3.778,0.485,0.444,1,0.0,0.0,0.0,0.0,2.940557294520017,2.761007140452158,2.0268339159731434,1.848279275615309,0.8934167868154208,['gnm']
9,4.0,0.311,0.333,1,0.0,0.0,0.0,0.0,0.9787669459256094,1.9158154661288298,3.141592653589793,1.914841657806713,0.7581756708827622,['watts']
9,4.0,0.389,0.333,3,0.997702283159608,0.28701917290979845,0.43414020503573225,0.259135646336848,1.7946752514217474,1.5229625748537405,2.533549313057699,2.1355832434521034,0.861952408667375,['regular']
